row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001681_001700/chunk_input.csv,1,Quarantine Summary: 15 message(s) quarantined,SUSPICIOUS,65.0,4,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Link domain 'monkey.org' differs from sender domain 'example.com',"The email lacks standard headers ('Date', 'Message-ID') and has failed SPF and DKIM authentication checks, which raises suspicion. The body contains a link to 'monkey.org', which does not match the sender's domain 'example.com', potentially indicating a mismatched domain. However, no malicious attachments or urgent language were found, and the DMARC policy is set to reject, which adds some credibility.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001681_001700/chunk_input.csv,2,Hot looks + cool savings = just-right style,CLEAN,85.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which is suspicious. However, DMARC policy is set to reject, which adds some credibility. The body content appears to be a promotional message without urgency or grammatical errors. No attachments or suspicious links were found. Overall, the email seems legitimate despite minor header anomalies.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001681_001700/chunk_input.csv,3,RE: IT Service Desk;,SUSPICIOUS,80.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Urgency in body text ('Security Alert Office') | Generic call-to-action ('Click Here to Validate your email account'),"The email lacks standard headers ('Date', 'Message-ID'), and authentication checks (SPF, DKIM) are missing, which is unusual for legitimate emails. The body contains urgent language ('Security Alert Office') and a generic call-to-action ('Click Here to Validate your email account'), which are common phishing tactics. No attachments were found, reducing immediate risk, but the overall structure and content raise significant concerns.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001681_001700/chunk_input.csv,4,Help Desk Information,SUSPICIOUS,60.0,3,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Generic language in body text,"The email lacks standard headers such as 'Date' and 'Message-ID', which is unusual and raises suspicion. Additionally, SPF and DKIM authentication checks were not found, indicating potential issues with email authenticity. The body text contains generic language and lacks specific details, which is often seen in phishing attempts. However, no malicious links or attachments were found, and the DMARC policy is set to reject, which adds some credibility.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001681_001700/chunk_input.csv,5,Article Submission open for Original Article(s) if (1) plagiarism of the article is less than 15% including references. (2) article is within scope of the journal. (3) article is original and result oriented.,CLEAN,80.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate invitation for article submission, with no overtly suspicious elements. Missing headers like 'Date' and 'Message-ID' are unusual but not definitive indicators of phishing. No links, attachments, or urgent language were found. Authentication checks (SPF, DKIM) were not performed, but DMARC policy is set to reject, which is a positive sign. The content is professional and aligns with typical academic journal submission requests.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001681_001700/chunk_input.csv,6,Mail User Security Alert,MALICIOUS,90.0,8,,Urgency in body text | Threats of account shutdown | Link domain 'nicolasvaccari.me' differs from mentioned brand | SPF check failed for domain | DKIM check failed for domain | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email exhibits multiple highly suspicious indicators, including urgent language ('REGISTER YOUR MOBILE NOW!'), threats of account shutdown ('your email will be moved to our blacklist database and shutdown without further notice!'), and a mismatched link domain ('nicolasvaccari.me') that does not align with any legitimate brand. Additionally, the email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks, further raising suspicion. The absence of attachments reduces risk but does not mitigate the phishing intent.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001681_001700/chunk_input.csv,7,David Johnston just quit. Now what?,CLEAN,80.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks phishing indicators such as suspicious links, attachments, or urgent language. While SPF and DKIM checks are missing, DMARC policy is correctly configured. The absence of 'Date' and 'Message-ID' headers is unusual but not inherently malicious. The body content appears to be a newsletter snippet without any phishing cues.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001681_001700/chunk_input.csv,8,🎉 Welcome! 3 quick steps to get started,CLEAN,95.0,0,The Rundown AI,SPF: not_found | DKIM: not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate welcome message for The Rundown AI newsletter. It lacks phishing indicators such as urgency, poor grammar, mismatched domains, or suspicious links. Missing SPF and DKIM checks are noted but do not necessarily indicate malicious intent, especially given the presence of a DMARC policy. No attachments or harmful content were found.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001681_001700/chunk_input.csv,9,Sv (#32965104): Leveringsforsinkelse,CLEAN,90.0,1,,SPF check not found | DKIM check not found | Missing 'Date' header | Missing 'Message-ID' header,"The email appears to be clean with no significant phishing indicators. The body content is professional and does not contain urgency, poor grammar, or suspicious requests. No links or attachments were found, and the email does not impersonate any known brands. While SPF and DKIM checks were not found, the DMARC policy is set to reject, which adds some security. Missing 'Date' and 'Message-ID' headers are noted but are not definitive indicators of phishing.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001681_001700/chunk_input.csv,10,4 lmportÃ‰Â‘nt pÃ‰Âµnding =?UTF-8?B?bWVzc8mRZ8m1cw==?=,MALICIOUS,95.0,8,,Obfuscated characters in subject line | Missing 'Date' header | Missing 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text | Suspicious link ('PREVIEW HERE::..') | Missing 'Reply-To' header,"The email exhibits multiple highly suspicious indicators, including a subject line with obfuscated characters ('lmportÃ‰Â‘nt pÃ‰Âµnding messɑgɵs'), missing standard headers ('Date' and 'Message-ID'), and failed SPF and DKIM authentication checks. The body contains urgent language ('pending messages', 'emails blocked due to authentication error') and a suspicious link ('PREVIEW HERE::..'). The domain 'monkey.org' does not align with any known legitimate brand, and the email lacks a 'Reply-To' header. These elements strongly suggest a phishing attempt.",Analysis completed successfully,,0
