group_label,feature_a,feature_b,cell_slug,rank,phrase,phrase_len,log_ratio_score,weighted_group_count,weighted_background_count
LLM-B-TN,Authority,Authority,authority__authority,1,cloud solutions,2,8.780336853480451,58.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,2,cloud solutions architect,3,8.780336853480451,58.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,3,solutions architect,2,8.780336853480451,58.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,4,project management,2,8.762948135045969,57.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,5,error messages,2,8.708890658607277,54.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,6,capitalone com,2,8.690202019002193,53.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,7,capitalone com number,3,8.690202019002193,53.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,8,api development,2,8.591130766545326,48.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,9,medical data,2,8.303518121663261,36.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,10,brooks cloud,2,8.303518121663261,36.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,11,patient data,2,8.275355178969052,35.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,12,purchase order,2,8.246376043021582,34.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,13,evelyn brooks cloud,3,8.246376043021582,34.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,14,evelyn brooks greentech,3,8.21653198986758,33.0,0.0
LLM-B-TN,Authority,Authority,authority__authority,15,brooks cloud solutions,3,8.21653198986758,33.0,0.0
LLM-B-TN,Authority,Liking,authority__liking,1,project management,2,8.889464032239818,68.99998000000001,0.0
LLM-B-TN,Authority,Liking,authority__liking,2,steps taken,2,8.732919668972961,58.99999100000001,0.0
LLM-B-TN,Authority,Liking,authority__liking,3,root cause,2,8.505573117824031,46.99999400000001,0.0
LLM-B-TN,Authority,Liking,authority__liking,4,digital marketing,2,8.369028766671494,40.999997,0.0
LLM-B-TN,Authority,Liking,authority__liking,5,response times,2,8.369028717902896,40.999995000000006,0.0
LLM-B-TN,Authority,Liking,authority__liking,6,team hope email,3,8.344342073352015,39.99999000000002,0.0
LLM-B-TN,Authority,Liking,authority__liking,7,error message,2,8.319030590691042,38.999987,0.0
LLM-B-TN,Authority,Liking,authority__liking,8,deployment issue,2,8.239009494771008,35.99999700000001,0.0
LLM-B-TN,Authority,Liking,authority__liking,9,happy provide,2,8.23900946700094,35.99999600000001,0.0
LLM-B-TN,Authority,Liking,authority__liking,10,number anytown usa,3,8.239009411460806,35.999994,0.0
LLM-B-TN,Authority,Liking,authority__liking,11,anytown usa number,3,8.239009411460806,35.999994,0.0
LLM-B-TN,Authority,Liking,authority__liking,12,usa number,2,8.239009411460806,35.999994,0.0
LLM-B-TN,Authority,Liking,authority__liking,13,suite number anytown,3,8.239009411460806,35.999994,0.0
LLM-B-TN,Authority,Liking,authority__liking,14,number phone number,3,8.239009411460806,35.999994,0.0
LLM-B-TN,Authority,Liking,authority__liking,15,number main suite,3,8.239009411460806,35.999994,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,1,pipeline value,2,10.042912063262879,123.89484902004402,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,2,key activities,2,9.985317987926525,116.96027574919401,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,3,number opportunities,2,9.778366933530759,95.09378744698401,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,4,purchase order,2,9.663031056481419,84.733828,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,5,total pipeline,2,9.519132393030372,73.37607870400203,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,6,each opportunity,2,9.464044415326592,69.442723,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,7,number deals,2,9.422568250399687,66.62101178381498,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,8,total pipeline value,3,9.41935497638717,66.40725170400201,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,9,sales opportunities,2,9.340729750491962,61.385197265398,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,10,team members,2,9.306188355957127,59.300729000000004,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,11,pipeline status,2,9.257121789683483,56.460797766769005,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,12,action items,2,9.085045512924594,47.533609001117995,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,13,total value money,3,9.064683500982577,46.575314973835006,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,14,active opportunities,2,8.95435700928977,41.709092196265,0.0
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,15,incident response,2,8.953317347754199,41.665741,0.0
