row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001461_001480/chunk_input.csv,1,"Re: [opensuse] Memory leakage, or normal? Was: Huge amount usage of ram memory ( i have 2Gb and free 121 Mb )",CLEAN,95.0,0,,SPF: not_found | DKIM: not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate technical discussion related to Linux memory usage. There are no suspicious links, attachments, or urgent language. The absence of SPF and DKIM records is noted, but the DMARC policy is correctly configured. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious in this context.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001461_001480/chunk_input.csv,2,Re: Your Closet,CLEAN,90.0,1,DIYideaCenter,SPF check not found | DKIM check not found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate promotional message from DIYideaCenter. No suspicious links, attachments, or urgent language were detected. While SPF and DKIM checks were not found, the DMARC policy is correctly configured. Missing standard headers like 'Date' and 'Message-ID' are noted but do not indicate phishing in this context.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001461_001480/chunk_input.csv,3,Corporate Fears As Pride Month Nears | Most Valuable Soccer Teams | Buffett Wisdom,CLEAN,90.0,1,Forbes,SPF check not found | DKIM check not found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email lacks suspicious indicators commonly associated with phishing attempts. While SPF and DKIM authentication checks were not found, the DMARC policy is set to reject, which is a strong security measure. The email content appears to be a legitimate newsletter snippet from Forbes, with no urgent language, poor grammar, or mismatched domains. No attachments or suspicious links were found. Missing standard headers like 'Date' and 'Message-ID' are notable but not definitive indicators of phishing.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001461_001480/chunk_input.csv,4,Today's Sports Headlines,CLEAN,95.0,1,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF not_found | DKIM not_found,"The email appears to be a legitimate sports newsletter with no suspicious content or links. The absence of SPF and DKIM records is noted, but the DMARC policy is correctly configured to reject. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious. No attachments or phishing indicators were found.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001461_001480/chunk_input.csv,5,Security alert for bruce@untroubled.org,MALICIOUS,90.0,8,Microsoft,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Urgency in body text ('will expire Today') | Brand impersonation of Microsoft,"The email exhibits multiple phishing indicators: it impersonates Microsoft, uses urgent language ('will expire Today'), lacks standard headers ('Date', 'Message-ID'), and fails SPF and DKIM authentication checks. The absence of links does not mitigate the risk, as the email relies on urgency and brand impersonation to deceive the recipient.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001461_001480/chunk_input.csv,6,Security jose@monkey.org,SUSPICIOUS,85.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text ('shut it down if not verified within 24hrs') | Generic verification link without brand context,"The email exhibits multiple suspicious indicators: lack of standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication, and urgent language threatening account shutdown within 24 hours. The body text also includes a generic verification link without specifying the brand or service, which is a common phishing tactic. While DMARC policy is present, the absence of SPF and DKIM raises concerns about email authenticity.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001461_001480/chunk_input.csv,7,Valentine's SALE! 💋,CLEAN,85.0,2,,SPF check not_found | DKIM check not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email lacks phishing indicators such as suspicious links, typosquatting, or brand impersonation. The absence of SPF and DKIM checks is notable but not conclusive evidence of phishing, especially since DMARC policy is set to reject. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious. The email content appears to be a legitimate promotional message for a sale.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001461_001480/chunk_input.csv,8,Re: [opensuse] Unstable system - who is the culprit?,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate technical discussion regarding system instability. No phishing indicators such as urgency, mismatched domains, suspicious links, or malicious attachments were found. The absence of SPF and DKIM records is noted but does not indicate phishing in this context. The email content aligns with a technical forum discussion.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001461_001480/chunk_input.csv,9,Carpe denim,CLEAN,95.0,1,Carpe denim,SPF check not found | DKIM check not found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate promotional message for Carpe denim jeans. No suspicious links, attachments, or urgent language were found. While SPF and DKIM checks were not found, DMARC policy is set to reject, which is a positive sign. Missing standard headers like 'Date' and 'Message-ID' are noted but not inherently malicious.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001461_001480/chunk_input.csv,10,Today's Business Headlines,CLEAN,85.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks are not found, which is unusual but not definitively malicious. The body content appears to be legitimate business news without any suspicious links, urgency, or grammatical errors. No attachments are present, and there is no evidence of brand impersonation or typosquatting.",Analysis completed successfully,,0
