row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001941_001960/chunk_input.csv,1,Your account has been closed,SUSPICIOUS,80.0,7,Online Banking,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text | Generic greeting ('Dear Customer') | No Reply-To address,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual and raises suspicion. The SPF and DKIM checks failed, indicating potential email spoofing. The body contains urgent language ('reactivate your Online Banking account in less than 24 hours'), which is a common phishing tactic. No attachments were found, reducing the immediate risk. The absence of a Reply-To address and the generic 'Dear Customer' greeting further contribute to the suspicious nature of the email.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001941_001960/chunk_input.csv,2,Stock Trader Today,SUSPICIOUS,65.0,3,netflix.com,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Link domain wallstreetresearcher.com differs from mentioned brand netflix.com | Link domain pennystocksreporter.com differs from mentioned brand netflix.com,"The email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks, raising suspicion. While the email mentions 'netflix.com', it contains links to multiple unrelated or potentially suspicious domains (e.g., wallstreetresearcher.com, pennystocksreporter.com). However, the absence of malicious attachments and the lack of urgent or coercive language reduce the likelihood of a phishing attempt.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001941_001960/chunk_input.csv,3,Din kostnadsfrie prøveperiode på Prime Video har startet,SUSPICIOUS,75.0,6,Amazon,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Link domain primevideo.com differs from mentioned brand amazon.com,"The email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks, which is unusual for legitimate emails. The email mentions Amazon but links to 'primevideo.com', which does not match the expected 'amazon.com' domain, raising concerns about brand impersonation. However, the absence of malicious attachments and the lack of urgency or poor grammar in the body text reduce the likelihood of a definitive phishing attempt.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001941_001960/chunk_input.csv,4,Kyle (Co-Founder) has left a message for you on your WA profile,SUSPICIOUS,70.0,4,Instagram,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Link domain my.wealthyaffiliate.com differs from mentioned brand instagram.com,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual and raises suspicion. The SPF and DKIM authentication checks were not found, and while DMARC policy is set to reject, the absence of SPF and DKIM increases risk. The email mentions Instagram but links to a different domain (my.wealthyaffiliate.com), creating a mismatch that could indicate brand impersonation. However, no malicious attachments or high-risk links were detected, and the email content does not exhibit urgent language or poor grammar.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001941_001960/chunk_input.csv,5,"Your 72,000 rs 2019 TDS Payment Was Declined",MALICIOUS,90.0,8,Reserve Bank of India,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Link domain example.com differs from mentioned brand Reserve Bank of India | Urgency in body text,"The email exhibits multiple suspicious indicators, including a lack of standard headers (Date, Message-ID), failed SPF and DKIM authentication, and a mismatch between the sender domain (example.com) and the mentioned brand (Reserve Bank of India). The body contains urgent language and a suspicious link, likely attempting to impersonate the Reserve Bank of India. The absence of attachments reduces risk but does not negate the phishing intent.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001941_001960/chunk_input.csv,6,Google Alert - label unlabeled data,CLEAN,85.0,2,Google,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate Google Alert notification based on the content and lack of suspicious elements. While SPF and DKIM checks were not found, DMARC policy is correctly configured to reject, which adds credibility. No links or attachments were present, reducing the risk of phishing. The absence of standard headers like 'Date' and 'Message-ID' is noted but not conclusive evidence of phishing.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001941_001960/chunk_input.csv,7,RE: Trial IRC Certificate Application,SUSPICIOUS,65.0,3,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Link 'http://ieinternet.com/mailwall/' could not be verified,"The email lacks standard headers such as 'Date' and 'Message-ID', which is unusual and raises suspicion. Additionally, SPF and DKIM authentication checks were not found, though DMARC policy was present. The body contains a link to 'http://ieinternet.com/mailwall/', which could not be verified due to a VirusTotal API error, adding to the uncertainty. However, there are no overt signs of phishing such as urgency, poor grammar, or mismatched domains. The absence of attachments and lack of clear malicious intent lowers the phishing score.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001941_001960/chunk_input.csv,8,[UAI] 2004 IEEE International Conference on Advances in Intelligent Systems,CLEAN,90.0,1,IEEE,SPF check not found | DKIM check not found | Missing 'Date' header | Missing 'Message-ID' header,"The email appears to be a legitimate call for papers for a 2004 IEEE conference. No suspicious links, attachments, or urgent language were found. While SPF and DKIM checks were not found, the DMARC policy is set to reject, which is a strong security measure. The missing 'Date' and 'Message-ID' headers are unusual but not inherently malicious. The link provided points to a domain related to the conference, and no typosquatting or brand impersonation was detected.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001941_001960/chunk_input.csv,9,Please Open Me (🎁 inside),CLEAN,80.0,2,google.com,SPF check failed for domain None | DKIM check failed for domain None | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email lacks phishing indicators such as malicious links, attachments, or urgent language. Missing SPF and DKIM checks are noted, but DMARC policy is set to reject, which mitigates risk. No brand impersonation or typosquatting detected. The content appears promotional and includes standard unsubscribe links.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001941_001960/chunk_input.csv,10,NEW URGENT ORDER,CLEAN,95.0,1,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks are missing, which is unusual but not definitively malicious. The body contains only an image reference with no suspicious content or links. No attachments are present, and there is no evidence of brand impersonation, typosquatting, or phishing indicators such as urgency or mismatched domains.",Analysis completed successfully,,0
