row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,1,phishing_email_agent_001801_001900_chunk_input,Sudden Failure of Digital Marketing Tools,0,tobiasbuek,legitimate,0.36838005141244556,0.6316199485875544,0,0,0,68,0,0,0,0.0,0,,1,0,41,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,2,phishing_email_agent_001801_001900_chunk_input,Support Request for Social Media Campaign Metrics Issue,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,299,0,0,0,0.0,0,,5,0,55,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,3,phishing_email_agent_001801_001900_chunk_input,"PO Approval Required: €68,411",0,uberjugaad,phishing,0.5386088203822,0.5386088203822,0,0,0,159,0,0,0,0.0,0,,7,0,29,1,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,4,phishing_email_agent_001801_001900_chunk_input,Update,1,phishpuzzer,legitimate,0.290746671401545,0.709253328598455,0,0,0,192,0,0,0,0.0,0,,16,0,6,0,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,5,phishing_email_agent_001801_001900_chunk_input,Security Concerns!,1,phishpuzzer,legitimate,0.34109147898629333,0.6589085210137067,0,0,23,2315,0,0,1,0.0,0,smartdrive-boutique.com,44,1,18,0,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,6,phishing_email_agent_001801_001900_chunk_input,"""Wir haben eine ��berraschung vom ADAC""",1,phishing_pot,phishing,0.5088756832033525,0.5088756832033525,0,0,13,2721,0,55,0,0.002204261572373255,6,zupimages.net,360,1,39,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,7,phishing_email_agent_001801_001900_chunk_input,URGENT: Mercury Language Integration with IAM Permissions Issue,0,rtweera,legitimate,0.4998986874298703,0.5001013125701297,0,0,0,660,0,0,0,0.0,0,,12,0,63,1,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,8,phishing_email_agent_001801_001900_chunk_input,>Email Password Reset,1,phishpuzzer,phishing,0.7471586831055513,0.7471586831055513,0,0,0,233,0,0,0,0.0,0,,2,0,21,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,9,phishing_email_agent_001801_001900_chunk_input,Overdue: Customer 547367005 - 46 days,0,uberjugaad,legitimate,0.4998986874298703,0.5001013125701297,0,0,0,184,0,0,0,0.0,0,,7,0,37,1,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,10,phishing_email_agent_001801_001900_chunk_input,Pipeline Update - February 03,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,196,0,0,0,0.0,0,,10,0,29,0,200,
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,11,phishing_email_agent_001801_001900_chunk_input,Shein Rewards - Participation Required,1,phishing_pot,phishing,0.5749239499355213,0.5749239499355213,0,0,20,7312,0,136,0,0.0009571995077259674,7,adjanpbjhrcfu9t2qmb8adjan.renovaterightnow.xyz,1142,1,38,1,200,
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,12,phishing_email_agent_001801_001900_chunk_input,Update Your jose@monkey.org Password Will Expire 7/27/2025 10:06:25 p.m.,1,nazario,legitimate,0.4389990187642741,0.561000981235726,0,0,10,655,0,0,0,0.0,0,monkey.org,53,1,72,1,200,
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,13,phishing_email_agent_001801_001900_chunk_input,REVIEW YOUR LEAVE SCHEDULE,1,nazario,phishing,0.5549198399729364,0.5549198399729364,0,0,14,811,0,0,0,0.0012315270935960591,1,1692261313.gtsistemas.pro,24,1,26,1,200,
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,14,phishing_email_agent_001801_001900_chunk_input,"phishing@pot F P, agora você é Bradesco Prime.",1,phishing_pot,phishing,0.5192832467935541,0.5192832467935541,0,0,7,6762,0,158,0,0.0001478633742422002,1,b-a4qxna7jwq-rj.a.run.app,1093,2,46,0,200,
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,15,phishing_email_agent_001801_001900_chunk_input,Issues with Data Analytics,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,450,0,0,0,0.0,0,,8,0,26,0,200,
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,16,phishing_email_agent_001801_001900_chunk_input,You've been subscribed to RealGM Heads Up,1,phishpuzzer,phishing,0.5675369993097402,0.5675369993097402,0,0,10,274,0,0,0,0.007272727272727273,2,basketball.realgm.com,26,1,41,0,200,
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,17,phishing_email_agent_001801_001900_chunk_input,Investment Tools for SAP ERP,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,90,0,0,0,0.0,0,,1,0,28,0,200,
18,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,18,phishing_email_agent_001801_001900_chunk_input,"fedora-announce-list Digest, Vol 48, Issue 4",0,phishpuzzer,legitimate,0.18237550385158524,0.8176244961484147,0,0,10,642,0,0,0,0.0015552099533437014,1,redhat.com,28,1,44,0,200,
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,19,phishing_email_agent_001801_001900_chunk_input,Troque seus pontos por milhas a��reas Descontos de at�� 35% na fatura do cart��o,1,phishing_pot,legitimate,0.37614648527689976,0.6238535147231002,0,0,11,3908,0,77,0,0.0007674597083653108,3,fonts.gstatic.com,639,1,80,0,200,
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,20,phishing_email_agent_001801_001900_chunk_input,"PO Approval Required: €54,547",0,uberjugaad,legitimate,0.37800733408032455,0.6219926659196755,0,0,0,157,0,0,0,0.0,0,,7,0,29,0,200,
21,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,21,phishing_email_agent_001801_001900_chunk_input,In-voice## Included: Secure Pay_ment Options,1,nazario,legitimate,0.4998986874298703,0.5001013125701297,0,0,0,826,0,0,0,0.0,0,,40,0,44,1,200,
22,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,22,phishing_email_agent_001801_001900_chunk_input,Re: Overdue: Customer 519148862,0,uberjugaad,legitimate,0.43550646491803263,0.5644935350819673,0,0,0,57,0,0,0,0.0,0,,2,0,31,0,200,
23,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,23,phishing_email_agent_001801_001900_chunk_input,URGENT: Mercury Language Compiler Errors - Production Down!,0,rtweera,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,441,0,0,0,0.0,0,,10,0,59,0,200,
24,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,24,phishing_email_agent_001801_001900_chunk_input,Customer issue: Denver Hardware - Q4 volume increase,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,163,0,0,0,0.0,0,,6,0,52,0,200,
25,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,25,phishing_email_agent_001801_001900_chunk_input,Only a few days left to use your coupon!,1,phishpuzzer,legitimate,0.43299689415103815,0.5670031058489619,0,0,10,865,0,0,0,0.0,0,us.uniqlo.com,22,1,40,0,200,
26,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,26,phishing_email_agent_001801_001900_chunk_input,Customer Support Ticket,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,487,0,0,0,0.0,0,,9,0,23,0,200,
27,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,27,phishing_email_agent_001801_001900_chunk_input,Essential security measures for safeguarding medical data on external devices,0,tobiasbuek,legitimate,0.4737755467175388,0.5262244532824611,0,0,0,621,0,0,0,0.0,0,,9,0,77,0,200,
28,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,28,phishing_email_agent_001801_001900_chunk_input,BLUR: Claim Your Rewards Before Blur's Season 2 Ends,1,phishing_pot,legitimate,0.39938921676987993,0.6006107832301201,0,0,11,1326,0,1,1,0.0007535795026375283,1,www.as-media.rs,43,1,52,0,200,
29,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,29,phishing_email_agent_001801_001900_chunk_input,SAP Performance Problem,0,tobiasbuek,legitimate,0.29060811151622257,0.7093918884837774,0,0,0,190,0,0,0,0.0,0,,2,0,23,0,200,
30,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,30,phishing_email_agent_001801_001900_chunk_input,Update Your Account,1,phishyai-phishing,legitimate,0.4407316406690061,0.559268359330994,0,0,0,957,0,0,0,0.0,0,,31,0,19,0,200,
31,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,31,phishing_email_agent_001801_001900_chunk_input,Prazo final para retirada do seu pedido na Alfândega.,1,phishing_pot,legitimate,0.26176387992920497,0.738236120070795,0,0,16,5980,0,89,0,0.00016719612104999163,1,juliodedansk.icu,698,1,53,0,200,
32,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,32,phishing_email_agent_001801_001900_chunk_input,Citizens Bank and Charter One Bank Customer Service: Online Form Released! (mess_id: B5817899382D),1,phishyai-phishing,legitimate,0.3255122498685501,0.6744877501314499,0,0,0,2,0,0,0,0.0,0,,2,0,98,0,200,
33,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,33,phishing_email_agent_001801_001900_chunk_input,Enquiring About Digital Strategies to Boost Brand Growth,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,470,0,0,0,0.0,0,,7,0,56,0,200,
34,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,34,phishing_email_agent_001801_001900_chunk_input,Improve User Permission Configurations,0,tobiasbuek,legitimate,0.2431029476839755,0.7568970523160246,0,0,0,507,0,0,0,0.0,0,,7,0,38,0,200,
35,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001801_001900/chunk_input.csv,35,phishing_email_agent_001801_001900_chunk_input,You've added an additional email address to your account,1,phishyai-phishing,phishing,0.7226653171481505,0.7226653171481505,0,0,9,735,0,0,0,0.0,0,yahoo.com,15,1,56,1,200,
