subject,body,label,model_prediction,model_score,model_reason,raw_response
online form released! (message id: y63341978251b),[],1,1,8,Suspicious message with no content and a generic subject,"{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious message with no content and a generic subject"",
  ""score"": 8
}"
"Special Announce. [Tue, 17 Apr 2007 19:24:42 -0500]",[],1,0,1,No suspicious content found,"{
  ""is_phishing"": 0,
  ""reason"": ""No suspicious content found"",
  ""score"": 1
}"
Data Security Breach,"A data security breach happened, possibly exposing medical information. We have reviewed system logs and strengthened access controls.",0,0,2,"Lack of urgency and specific action required, no suspicious links or attachments.","{
  ""is_phishing"": 0,
  ""reason"": ""Lack of urgency and specific action required, no suspicious links or attachments."",
  ""score"": 2
}"
"phishing@pot,  Wir haben versucht, Sie zu erreichen, bitte antworten Sie!","<html><head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><meta name=""viewport"" content=""width=device-width"">

<title>Verdächtiges Paket</title>
<style>
/*STYLE*/

img {
border: none;
-ms-interpolation-mode: bicubic;
max-width: 100%;
}
body {
background: linear-gradient(165deg,#301506, #ae002d56),url('https://i.imgur.com/6y54nyR.jpeg');
background-size: cover;
background-attachment: fixed;
width: 100%;
font-family: sans-serif;
-webkit-font-smoothing: antialiased;
font-size: 14px;
line-height: 1.4;
margin: 0;
padding: 0;
-ms-text-size-adjust: 100%;
-webkit-text-size-adjust: 100%;

}
table {
border-collapse: separate;
mso-table-lspace: 0pt;
mso-table-rspace: 0pt;
width: 100%; }
table td {
font-family: sans-serif;
font-size: 14px;
vertical-align: top;
}

/* Set a max-width, and make it display as block so it will automatically stretch to that width, but will also shrink down on a phone or something */
.container {
display: block;
margin: 0 auto !important;
/* makes it centered */
max-width: 580px;
padding: 10px;
width: 580px;
}
/* This should also be a block element, so that it will fill 100% of the .container */
.content {
box-sizing: border-box;
display: block;
margin: 0 auto;
max-width: 505px;
padding: 30px;
background-color: #fff;
background-size: 0%;
background-repeat: no-repeat;
background-position: center bottom;
}

.main {

border-radius: 3px;
width: 100%;
}
.wrapper {
box-sizing: border-box;
padding: 20px;
}
.content-block {
padding-bottom: 10px;
padding-top: 10px;

}
.footer {
clear: both;
margin-top: 10px;
text-align: center;
width: 100%;
}
.footer td,
.footer p,
.footer span,
.footer a {
color: #999999;
font-size: 12px!important;
text-align: center;
}

h1,
h2,
h3,
h4 {
color: #000;
font-family: sans-serif;
font-weight: 400;
line-height: 1.4;
margin: 0;
margin-bottom: 30px;
}
h2 {
font-size: 25px;
font-weight: bold;
text-align: center;
text-transform: capitalize;
margin-bottom: 10px;
}
p,
ul,
ol {
font-family: sans-serif;
font-size: 14px;
font-weight: normal;
margin: 0;
margin-bottom: 15px;
}
p li,
ul li,
ol li {
list-style-position: inside;
margin-left: 5px;
}
a {
color: #3498db;
text-decoration: underline;
}

.btn {
box-sizing: border-box;
width: 100%; }
.btn > tbody > tr > td {
padding-bottom: 15px; }
.btn table {
width: auto;
}
.btn table td {
background-color: #ffffff;
border-radius: 5px;
text-align: center;
}
.btn a {
background-color: #ae002d;
border: solid 0px #ffbc0a;
border-radius: 5px;
box-sizing: border-box;
color: #fff;
cursor: pointer;
display: inline-block;
font-size: 14px;
font-weight: bold;
margin: 0;
padding: 12px 25px;
text-decoration: none;
text-transform: capitalize;
}
.last {
margin-bottom: 0;
}
.first {
margin-top: 0;
}
.align-center {
text-align: center;
}
.align-right {
text-align: right;
}
.align-left {
text-align: left;
}
.clear {
clear: both;
}
.mt0 {
margin-top: 0;
}
.mb0 {
margin-bottom: 0;
}
.preheader {
color: transparent;
display: none;
height: 0;
max-height: 0;
max-width: 0;
opacity: 0;
overflow: hidden;
mso-hide: all;
visibility: hidden;
width: 0;
}
.powered-by a {
text-decoration: none;
}
.presentation p {
text-align: center;
font-size: 18px;
}

hr {
border: 0;
border-bottom: 1px solid #f6f6f6;
margin: 20px 0;
}

@media only screen and (max-width: 620px) {
table[class=body] h1 {
font-size: 28px !important;
margin-bottom: 10px !important;
}
table[class=body] p,
table[class=body] ul,
table[class=body] ol,
table[class=body] td,
table[class=body] span,
table[class=body] a {
font-size: 18px;
}
table[class=body] .wrapper,
table[class=body] .article {
padding: 10px !important;
}
table[class=body] .content {
padding: 0 !important;
}
table[class=body] .container {
padding: 0 !important;
width: 100% !important;
}
table[class=body] .main {
border-left-width: 0 !important;
border-radius: 0 !important;
border-right-width: 0 !important;
}
table[class=body] .btn table {
width: 100% !important;
}
table[class=body] .btn a {
width: 100% !important;
}
table[class=body] .img-responsive {
height: auto !important;
max-width: 100% !important;
width: auto !important;
}
}

@media all {
.ExternalClass {
width: 100%;
}
.ExternalClass,
.ExternalClass p,
.ExternalClass span,
.ExternalClass font,
.ExternalClass td,
.ExternalClass div {
line-height: 100%;
}
.apple-link a {
color: inherit !important;
font-family: inherit !important;
font-size: inherit !important;
font-weight: inherit !important;
line-height: inherit !important;
text-decoration: none !important;
}
.btn-primary table td:hover {

}
.btn-primary a:hover {

}
.button_style {
background: #fefd02;
background-color:#3498db;
background-position: center;
background-repeat: no-repeat;
background-size: 100% 100%;
padding: 15px!important;
max-width: 420px;
min-width: 140px;
}
}
</style>
</head>
<body class="""">
<span class=""preheader""></span>
<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"" class=""body"">
<tr>
<td>&nbsp;</td>
<td class=""container"">
<div class=""content"" style=""border-radius: 10px; box-shadow: 0 4px 10px rgba(0, 0, 0, 0.2); max-width: 420px;"">

<!-- START CENTERED WHITE CONTAINER -->
<table role=""presentation"" class=""main"">

<!-- START MAIN CONTENT AREA -->
<tr>
<td style=""text-align: center;"">
<img style=""max-width: 200px; margin-top: 20px;"" src=""https://i.imgur.com/MAdeOMD.png"">
<img style=""max-width: 200px; margin-top: 20px;"" src=""//i.imgur.com/MAdeOMD.png"">
</td>
</tr>
<tr>
<td class=""wrapper"">
<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">

<tr>
<td class=""presentation"" style=""text-align: center;"">
<h2>LIEFERUNG DES AUFGEHÄNGTEN PAKETS!</h2>
<img style=""max-width: 250px; margin-top: 20px;"" src=""https://i.imgur.com/222bJk3.png"">
<img style=""max-width: 250px; margin-top: 20px;"" src=""//i.imgur.com/222bJk3.png"">
<p><br><font style=""color:#333; font-weight: bold; font-size: 20px;"" ;="""">Status: Am Vertriebszentrum angehalten (ausstehende Zollgebühren)<br></font>
<br>
<font style=""color:#ae002d; font-weight: bold; font-size: 16px;"">Es kann eine Liefergebühr anfallen<br></font>
Ihr Tracking-Code:
</p>
<p><font style=""font-weight: bold; color: #000000; border: none; padding: 10px; background-color: #f0f0f0; "">20229194772</font></p><br>
<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"" class=""btn btn-primary"">
<tbody>
<tr>
<td align=""center"">
<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">
<tbody>
<tr>
<td> <a href=""https://urly.fi/3LCU?pPnWWQKXoHmTnev5hX6WWsoY5Jz97C9vRan0lMiO1pSR9hGZiWZfzldp1VHY2VJNjQ8BSOUWe8WcG6UC5xrEWF"" style=""border-radius: 999px;"">Jetzt Lieferung vereinbaren</a> </td>
</tr>
</tbody>
</table>
</td>
</tr>
</tbody>
</table>
</td>
</tr>
</table>
</td>
</tr>

<!-- END MAIN CONTENT AREA -->
</table>
<!-- END CENTERED WHITE CONTAINER -->

<!-- START FOOTER -->
<div class=""footer"">
<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">
<tr>
<td class=""content-block"">

</td>
</tr>
</table>
</div>
<!-- END FOOTER -->

</div>
</td>
<td>&nbsp;</td>
</tr>
</table>
</body>

<style>

<div dir=ltrdata-setDir=false StYLE=""height:2px;max-height:2px;overflow-y:hidden ;color:#ffe"">J2LGDp8Whbz0JUJaJTt24PnJLYvV19FT4Z0aWymj0CtTTCy6dBSR1LTQuHvmfCIuFPzehUprRcZHIN4VzbVszgstuK9CWiuWMaog61fKWH5gBDlt6CbwOOjwgiA</DIv>
<div DIr=ltrdata-setdIR=false sTyLE=""height:2px;max-height:2px;overflow-y:hidden ;color:#ffe"">l0fLxanHROjkNIMqwjvbzKK5Uf7ZWUvfUDGepfoW0gfDxy5boxVfHoodsnLeYvb4kqW5SLbIsK4hs0AM3UVYMtTlRDwfZaB9wMsDwVcTb0tUVXOSQ2NWmCssKKD1MOqQ2u10N79fB47wF7uAvRVi1OKfj</div>
<DIV dIR=ltrdata-sEtDIr=false Style=""height:2px;max-height:2px;overflow-y:hidden ;color:#ffe"">v4KG9x3smDkF9IYmPERoBFSc0XtTwrcb7hEWmcp2FvOHCc4BYplUvCUw1bluRdbnFUx8Z0Une6iIJ0bwbCsjhmLIOyb78hU745SoUlCQsqt8Ro8dbRpMpd2kpQKsZHVJEnxx9b2PpDoL7rWgUWRXXLWEqyXQj2Le1Dx</DiV>
<div DiR=ltrdata-sEtDiR=false stYle=""height:2px;max-height:2px;overflow-y:hidden ;color:#ffe"">SrqDIrmq0iXvlxKYctpKl3fh2zPB6PmkE665xMu8N5zRaUBg7xi0mgWhQiZnNjn3zZFeDnK44Kuu15ujgz8uWTJXVF5af026P6hfeQ5ZGScCH5yABC7HRLu9Sv0Dtyx6nZVVyb5VGYb96lc9yi2XkWMsNxJjtPg4h2GhjpmkTwGtN</diV>
<diV DIr=ltrdata-setDiR=false stYLe=""height:2px;max-height:2px;overflow-y:hidden ;color:#ffe"">CuP1dGFw2vcYemwMMDbhE4I2H3fcMwmBiXRa7tIdsRXCSQ8cLEUlxsSZhaxTtMILhKIZERXoDjoxwUMdifIxeoggFKqijDfpwe9Jo5EtdRXMsvWGo</diV>
<Div DIr=ltrdata-setdIR=false StYLe=""height:2px;max-height:2px;overflow-y:hidden ;color:#ffe"">ovptLLceengU0sYdI5J7jG1uq9upYeNt1SnFrxt0T61BIBWriBW3VUX5i6GhAISQ9F0sIZlF7g25kacXy85fD2RD8KtqcRoGhRhzii5vNelau2rJLFT</div>
<div dir=ltrdata-setDir=false StYLE=""height:2px;max-height:2px;overflow-y:hidden ;color:#ffe"">RUM6To9cpeCKgf2KYObvQv4X44hn5kYo3GaiwJ4UCO1t8b8JiL7CGzYPgJ28k4aOChTBluxYqQZMwWqhu4sMMxcvWmHsHsq2E8OfFLgyFQDzn60kKydBcZjiI2Z</DIv>
<div DIr=ltrdata-setdIR=false sTyLE=""height:2px;max-height:2px;overflow-y:hidden ;color:#ffe"">36d6z3m8BJa1S08ifxz8fuXb5pR2thLMoHwY6QGrSBlcp21H2OOr3A52P6c90flak87PZfX2OXC3tgvDiA7oUWcNiXbYo3QDCbm1xkjixQEVjLH6B9loJcIO9SKm5CUzAZSDEAhs8XRnPvnJQbve9Gj4M1oOgXP2c2NRfZF51lZdzVmWORcGFP3m6BtNj</div
<style>

--> <div style""display: none"">
<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd"">
<!-- This is the new email template for SSPR which aligns well with the email that are sent out from IW portal -->

<!-- To make use this template, you will need to add a new page to the EmailTemplates directory that has this page as the master page.

The new page must specify the following placeholders:

- SubjectPlaceholder - The email subject
- HeaderPlaceholder - The header of the e-mail document
- BodyPlaceholder - The body of the e-mail document

-->

<!-- For dir and lang attributes you will need to define them at the individual tables as well. Otherwise some email clients do not render the email properly -->
<html xmlns=""http://www.w3.org/1999/xhtml"" dir=""ltr"" lang=""en"">
<head id=""Head1""><title>

United Institute account email verification code

</title><meta name=""ROBOTS"" content=""NOINDEX, NOFOLLOW"" />
<!-- Template B O365 -->
<style>
table td {border-collapse:collapse;margin:0;padding:0;}
</style><style>
</head>
<body dir=""ltr"" lang=""en"">
<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"" dir=""ltr"" lang=""en"">
<tr>
<td valign=""top"" width=""50%""></td>
<td valign=""top"">
<!-- Email Header -->
<table width=""640"" cellpadding=""0"" cellspacing=""0"" border=""0"" dir=""ltr"" lang=""en"" style=""border-left:1px solid #e3e3e3;border-right: 1px solid #e3e3e3;"">
<tr style=""background-color: #0072C6;"">
<td width=""1"" style=""background:#0072C6; border-top:1px solid #e3e3e3;""></td>
<td width=""24"" style=""border-top:1px solid #e3e3e3;border-bottom:1px solid #e3e3e3;"">&#160;</td>
<td width=""310"" valign=""middle"" style=""border-top:1px solid #e3e3e3; border-bottom:1px solid #e3e3e3;padding:12px 0;"">
<h1 style=""line-height:20pt;font-family:Segoe UI Light; font-size:18pt; color:#ffffff; font-weight:normal;"">

<span id=""HeaderPlaceholder_UserVerificationEmailHeader""><font color=""#FFFFFF"">Verify your email address</font></span>

</h1>
</td>
<td width=""24"" style=""border-top: 1px solid #e3e3e3;border-bottom: 1px solid #e3e3e3;"">&#160;</td>
</tr>
</table>
<!-- Email Content -->
<table width=""640"" cellpadding=""0"" cellspacing=""0"" border=""0"" dir=""ltr"" lang=""en"">
<tr>
<td width=""1"" style=""background:#e3e3e3;""></td>
<td width=""24"">&#160;</td>
<td id=""PageBody"" width=""640"" valign=""top"" colspan=""2"" style=""border-bottom:1px solid #e3e3e3; padding:10px 0 20px;"">
<table cellpadding=""0"" cellspacing=""0"" border=""0"" >
<tr>
<td width=""630"" style=""font-size:10pt; line-height:13pt; color:#000;"">
<table cellpadding=""0"" cellspacing=""0"" border=""0"" width=""100%"" style="""" dir=""ltr"" lang=""en"">
<tr>
<td>

<div style=""font-family:'Segoe UI', Tahoma, sans-serif; font-size:14px; color:#333;"">
<span id=""BodyPlaceholder_UserVerificationEmailBodySentence1"">Thanks for verifying your phishing@pot account!</span>
</div>
<br/>
<div style=""font-family:'Segoe UI', Tahoma, sans-serif; font-size:14px; color:#333; font-weight: bold"">
<span id=""BodyPlaceholder_UserV",1,1,8,Suspicious email with a link to a potentially malicious website and a tracking code that may be used for phishing.,"{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with a link to a potentially malicious website and a tracking code that may be used for phishing."",
  ""score"": 8
}"
Research Assistant Proposal,"CMU archived phishing listing entry.

Date: 6/13/25
Target Audience: Students
Source Entry: https://www.cmu.edu/iso/aware/phish/phish-bowl-examples/2025/research-assistant-proposal.html

Note: The linked CMU detail page currently redirects to a general Secure Computing page, so the original message body is not publicly available from the live site.",1,0,2,"Legitimate source with a valid entry, although the original message body is not publicly available.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate source with a valid entry, although the original message body is not publicly available."",
  ""score"": 2
}"
"phishing@pot, você removeu seu método de duas etapas?","<html lang=""pt"" class=""yard-pressure""><head class=""wind-happened"">
<title class=""raise-talk"">Mercado Livre</title>
<meta charset=""utf-8"" class=""make-involved"">
<meta name=""keywords"" content=""map, passage, city, winter, receive""></head>
<body style=""margin: 0"" class=""change-hearing"">
<div style=""
background-color: #f5f5f5;
color: #333333;
font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto,
Oxygen-Sans, Ubuntu, Cantarell, 'Helvetica Neue', sans-serif;
font-size: 16px;
max-width: 480px;
margin: 0 auto;
padding-bottom: 30px;
"" class=""race-diameter"">
<div style=""background-color: #f5f5f5; text-align: center"" class=""corn-independent"">
<div style=""background-color: #fff159; padding: 10px"" class=""column-asleep"">
<div style=""float: left"" class=""tightly-somehow"">
<div style=""display: flex"" class=""cave-unit""><span style=""width: 150px"" class=""pipe-pan""><span></span> </span></div>
</div>
<div style=""color: #999999; font-size: 14px; float: right"" class=""variety-notice""></div>
<h1 style=""
font-size: 24px;
font-weight: 600;
margin: 30px auto;
padding: 60px;
"" class=""milk-safe"">
phishing@pot,<br class=""mission-full"">detectamos uma altera&ccedil;&atilde;o.
</h1>
</div>
<div style=""margin: -45px auto 45px; max-width: 100%"" class=""something-pile"">
<div style=""
background-color: #fff;
border: 1px solid #f5f5f5;
border-radius: 3px;
margin: 0 60px;
padding: 30px 20px;
"" class=""cent-tropical"">
<p style=""margin: 15px 0"" class=""action-western"">
Voc&ecirc; removeu seu m&eacute;todo de duas etapas. Se n&atilde;o foi voc&ecirc;, por
favor, avise-nos.
</p>
<p style=""margin: 30px 0 0"" class=""fox-threw"">
<a href=""https://b-a4qxna7jwq-rj.a.runapp/k/?tr=599364da78a347faab5cdeef5460a2ce&amp;t1=ml"" target=""_blank"" style=""
background-color: #4a82f1;
border-radius: 5px;
color: #fff;
display: block;
margin: 0 auto;
padding: 12px 24px;
text-decoration: none;
width: 100px;
"" class=""dog-stairs"">N&atilde;<span>o f</span>ui eu</a>
</p>
</div>
</div>
<p style=""color: #888; font-size: 13px; margin: 15px 0"" class=""police-mine"">
Precisa de ajuda?
<span href="""" style=""color: #4a82f1"" class=""too-strip"">Fale<span> </span>conosco</span>
</p>
</div>
</div>

<span style=""color: #fefefe01;"">leave, fought, so, ran, tell, lot, pull, just, tales, afternoon, rocket, nine, shells, seeing, fighting</span></body></html>",1,1,8,Suspicious email with a link to a potentially malicious URL and a lack of sender authenticity.,"{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with a link to a potentially malicious URL and a lack of sender authenticity."",
  ""score"": 8
}"
Capital ONE ONLINE SAFETY UPDATE,"DEAR VALUED CAPITAL ONE MEMBER, CAPITAL ONE ONLINE SAFETY Capital One Bank is constantly working to increase security for all Online Banking users. To ensure the integrity of our online payment system, we periodically review accounts.Your account might be restricted due to numerous login attempts into your online account.Restricted accounts continue to receive payments, but they are limited in their ability to send or withdraw funds. To lift up this restriction, you need to verify your identity. Once you have updated your account records your Capital One account service will not be interrupted and will continues normal.And this is to inform you that our Homepage would be taking a new look, extra verification would be needed. To update your Capital One records click on the link below. Click here for update. Note: Extra steps have been added to activate your identity. Best regards, Capital One 360 Banking Team. DEAR VALUED CAPITAL ONE MEMBER,CAPITAL ONE ONLINE SAFETYÂ Capital One Bank is constantly working to increase security for all Online Banking users.To ensure the integrity of our online payment system, we periodically review accounts.Your account might be restricted due to numerous login attempts into your online account.Restricted accounts continue to receive payments, but they are limited in their ability to send or withdraw funds. To lift up this restriction, you need to verify your identity. Once you have updated your account records your Capital One account service will not be interrupted and will continues normal.And this is to inform you that our Homepage would be taking a new look, extra verification would be needed.To update your Capital One records click on the link below.Click here for update.Note: Extra steps have been added to activate your identity.Best regards,Â Capital One 360 Banking Team.",1,1,8,"Suspicious email with urgent action required, lack of personalization, and a generic link to update records.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with urgent action required, lack of personalization, and a generic link to update records."",
  ""score"": 8
}"
Yourwallet,"Verify your MetaMask Wallet
Our system has shown that your MetaMask wallet has not yet been verified, this verification can be done easily via the button below. Unverified accounts will be suspended on:
Monday, March 27, 2023.
We are sorry for any inconvenience caused by this, but please note that our intention is to keep our customers safe and happy. Safety is and remains our priority.
Verify My MetaMask",1,1,8,"Urgent tone, unverified sender, and lack of personalization","{
  ""is_phishing"": 1,
  ""reason"": ""Urgent tone, unverified sender, and lack of personalization"",
  ""score"": 8
}"
Re: Urgent: Production Environment Downtime - Instance Scaling Issue,This is still unresolved. Our production environment is severely impacted. We need an immediate solution or workaround. Please escalate this to the highest priority.,0,0,2,"Lack of urgency and professionalism in the message body, no suspicious links or attachments.","{
  ""is_phishing"": 0,
  ""reason"": ""Lack of urgency and professionalism in the message body, no suspicious links or attachments."",
  ""score"": 2
}"
Carnegie Mellon University Student Research,"CMU archived phishing listing entry.

Date: 1/13/25
Target Audience: Students
Source Entry: https://www.cmu.edu/iso/aware/phish/phish-bowl-examples/2025/page.html

Note: The linked CMU detail page currently redirects to a general Secure Computing page, so the original message body is not publicly available from the live site.",1,0,2,Legitimate source with a slight anomaly in the date (1/13/25) which is likely a typo for 1/13/2025,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate source with a slight anomaly in the date (1/13/25) which is likely a typo for 1/13/2025"",
  ""score"": 2
}"
