subject,body,label,model_prediction,model_score,model_reason,raw_response
Just-added sale looks everyone's shopping,"Just-added sale looks everyone's shopping Save up to $90 OFF with markdowns ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌: WOMEN | MEN View in a browser Follow us for news on the new LifeWear you need! UNSUBSCRIBE | CUSTOMER SUPPORT | PRIVACY POLICY | STORE LOCATOR Don't miss out, add email@us.uniqlo.com to your address book to make sure you get our emails. UNIQLO USA LLC 546-548 Broadway, 3rd floor New York NY 10012 | UNIQLO.COM *Colors, styles, prices and promotions may vary by location (online and in stores). Your email address : REDACTED+uniqlo@gmail.com",1,1,8,"Suspicious email from unknown sender with generic greeting and no personalization, and a request to add email to address book.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email from unknown sender with generic greeting and no personalization, and a request to add email to address book."",
  ""score"": 8
}"
Sunny days & 10-60% off furniture is here!,"Macy*s Plus, shop your best outdoor set by style ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ Women Men Home Handbags Shoes Beauty Brands Wait, you’re not a Star Rewards member? Join Now Go Bronze & get so much more Star Rewards members unlock all the perks! Details Spoil yourself with Star Money Get 1 point per $1 spent Except Gift Cards, services & fees Free Shipping onpurchases $25+ Join For Free View Online Unsubscribe Customer Service Store Locator Macy's Credit Card Regular and original prices reflect offering prices that may not have resulted in actual sales. See Pricing Policy. Note: If you signed up to receive email alerts from Citibank N.A. regarding your Macy's Credit Account, you will continue to receive these alerts even if you unsubscribe. To opt-out or change your communication preferences regarding your Credit Account, visit Macy's Credit Card, sign into your account, and go to Manage Credit Alerts. Macys.com LLC, 151 West 34th Street, New York, NY 10001 Macy’s Credit and Customer Service, PO Box 8113, Mason, OH 45040 Shipping Policy Return Policy Privacy Policy Legal Notice Email Preferences 20230524_MCOM_HmeBTMemDay",1,1,8,"Suspicious email with promotional language, missing sender authenticity, and formatting irregularities.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with promotional language, missing sender authenticity, and formatting irregularities."",
  ""score"": 8
}"
100% kostenlos und ohne Bedingungen,"<html xmlns=""http://www.w3.org/1999/xhtml""></head>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""></head>
<body bgcolor=""#f1f1f1"">
<center>
<a href=""https://1.2.3"" style=""text-decoration:none;color:black"">
<a href=""https://t.co/FeyjdbMPZ0"" style=""text-decoration:none;color:black"">

<table align=""center"" border=""0"" cellpadding=""0"" cellspacing=""0"">
<tbody>
<tr>
<td align=""center"" valign=""top"" style=""line-height: 13px; height: 20px; font-size: 10px; color:#717272; -webkit-text-size-adjust: none;"" width=""550""> <font color=""#717272"" size=""1"" face=""'Open Sans', Arial, sans-serif""> Darstellungsprobleme? &nbsp;&nbsp;-&nbsp;&nbsp; Hier zur <font color=""grey"" size=""1"" face=""Arial, Helvetica, sans-serif""><u>Online Version</u></font>! </font> </td>
</tr>
</tbody>
</table>
</center>
<table width=""100%"" border=""0"" cellpadding=""0"" cellspacing=""0"" id=""wrappertable"" style=""table-layout: fixed;"">
<tbody>
<tr>
<td align=""center"" valign=""top"">
<table cellpadding=""0"" cellspacing=""0"" border=""0"" style=""padding-bottom: 0px;background-color: #ffffff;"">
<tbody>
<tr>
<td width=""570"" align=""center"" valign=""top"">
<!-- GK: image-->
<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
<tbody>
<tr>
<td align=""center"" valign=""top"" style=""padding: 0 0px;"">
<table cellpadding=""0"" cellspacing=""0"" border=""0"">
<tbody>
<tr>
<td bgcolor="" #424242"" width=""560"" align=""center"" valign=""middle"" style="" font-size: 1px; line-height: 1px;"">

<a href=""https://t.co/FeyjdbMPZ0"" style=""text-decoration:none;color:black"">
<img src=""//imgur.com/fTU2Xw3.png"" width=""540"" height=""400"" style=""width: 100%; max-width: 100%;"" border=""0""></a>

</td>
</tr>
</tbody>
</table> </td>
</tr>
</tbody>
</table>

<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"" style=""background: #fff;"">
<tbody>
<tr>
<td align=""center"" valign=""top"">
<table cellpadding=""0"" cellspacing=""0"" border=""0"" style=""margin-top:10px; padding-left:2px; padding-right:2px; line-height: 0px;"">
<tbody>
<tr>
<td width=""490"" align=""right"" valign=""top"" style=""font-size: 0px !important;"">
<!--GK: text-->
<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
<tbody>
<tr>
<td valign=""middle"" style=""font-family:Arial, Helvetica, sans-serif; font-size:14px; line-height:23px; color: #424242; padding-left:10px; padding-right:10px; min-height:20px; mso-line-height-rule: exactly; ""> <strong>Hallo phishing@pot ,</strong><br> <br> am 23.06.2023 haben wir Ihnen mitgeteilt, das wir Ihnen einen möglichen <b>EDEKA Einkaufsgutschein im Wert von 500 €</b> zusenden könnten.<b></b><br> <br> Bisher haben Sie den möglichen Gutschein nicht angefordert. Besteht Ihrerseits kein Interesse mehr?<br> <br> <b>Ihre Vorteile:</b><br>
<div style=""line-height: 17pt"">
- in allen Filialen einlösbar
<br> - sofort, einfach und unverbindlich
<br> - 100% kostenlos
<br>
<br>
</div> <b>Falls Sie also als Gutscheinempfänger ausgewählt wurden, hier nachsehen</b><br> <br> Mit freundlichen Grüßen,<br> Ihr Gewinner Team<br> </td>
</tr>
</tbody>
</table>

<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
<tbody>
<tr>
<td align=""center"" valign=""top"" style=""padding: 20px 20px 20px 10px;"">
<table cellpadding=""0"" cellspacing=""0"" border=""0"">
<tbody>
<tr>
<td style=""padding-top: 5px; line-height: 0px;""></td>
</tr>
<tr>
<td width=""238"" align=""center"" valign=""top"">
<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
<tbody>
<tr>
<td width=""238"" height=""40"" align=""center"" valign=""middle"" style=""background: #F8EC00;color: #0E4E8E; border-radius: 0px""><a href=""https://t.co/FeyjdbMPZ0"" style=""display: block; text-decoration: none; padding-left: 12px; padding-right: 12px; padding-top: 6px; padding-bottom: 6px;font-family: 'Arial', verdana, sans-serif; font-size: 16px; mso-line-height-rule: exactly; line-height: 32px;font-weight: 400; color: #0E4E8E;"">» zur Anmeldung</a></td>
</tr>
</tbody>
</table></td>
</tr>
</tbody>
</table></td>
</tr>
</tbody>
</table>
<!-- GK: / Button--> </td>
</tr>
</tbody>
</table>
<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
<tbody>
<tr>
<td style=""padding-top: 10px; line-height: 0px;""></td>
</tr>
</tbody>
</table></td>
</tr>
</tbody>
</table>
<!-- GK: /content-->
<center>
<table align=""center"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td align=""center"" width=""600"">
<hr style=""border:1px; color: #9299a1; background-color: #9299a1; height: 1px; margin-bottom: 10px;"">
<center>
<font face=""Arial, sans-serif"" size=""1"" style=""line-height: 13px; font-size: 10px; color: grey; -webkit-text-size-adjust: none;""> </font>
</center></td>
</tr>
</tbody>
</table>
</center></td>
</tr>
</tbody>
</table>
</a>
</td>
</tr>
</tbody>
</table></a>
</body>
</html>
<br><br><br><br><br><br><br><br>
<div align=""center"" style=""font-family:Helvetica, Arial, sans-serif; font-size:10px; color:#000000; line-height:15px; padding-bottom:10px"">
Um sich abzumelden, klicken Sie bitte auf
<a href=""http://bsq2.firiri.shop/YmFEODNaN0tFbzRCT3M2ZFB0RmFERkNhWjBPMHE5cmdadmN3ZU9HdFBkd0tIUlpGbGwvZ1JGWlp0a2c2N2x1R0ZxdlA4TW5JclNVb25UR1I2RFFnd3c9PQ__"">Hier</a> oder schreiben Sie an:
<br> 616 Corporate Way Ste.2-9092
<br> Valley Cottage, NY 10989
</div><span style=""color:#888;font-size:11px;font-family:verdana;display:block;text-align:center;margin-top:10px"">click <a href=""http://bsq2.firiri.shop/a2FlVlBJQlIvK1JSUEtQUFI0NVFJOXNGcTFPV3R2K0ZOQmJ0NXV3bVN4NWk2VzZqUDB5bTZjaGduQjZoZU56U1B2ZGNEcjZucWlDcXd4RzlNQVBtelE9PQ__"">here</a> to remove yourself from our emails list</span><br><br><img alt="""" src=""http://bsq2.firiri.shop/Y3hXaDBOYnR4WGVpblM5NzF5dXQ4bTIvMEF1OWJlU1ZsbHRSRGFtMCtkN2ZVQUFKR2xxbkdRV0ZVQUpqbkpSMG1GY3RDTHVmQTVzWDhhZnNKRjZtVkE9PQ__"" width=""1px"" height=""1px"" style=""visibility:hidden"">",1,1,8,Suspicious email with a potential phishing link and a lack of sender authenticity.,"{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with a potential phishing link and a lack of sender authenticity."",
  ""score"": 8
}"
Customer Support Ticket,"Seeking detailed information on the features of the SaaS project management platform, specifically regarding task management, team collaboration, and reporting capabilities. Also, interested in learning about the integration options available with other tools and services. This information will assist in determining if the platform is a good fit for our needs.",0,0,1,Legitimate customer support inquiry with no suspicious language or requests.,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate customer support inquiry with no suspicious language or requests."",
  ""score"": 1
}"
Problem with Data Analytics Tool Performance,The data analytics tool experiences slowdown during peak periods.,0,0,2,Lack of suspicious language or links,"{
  ""is_phishing"": 0,
  ""reason"": ""Lack of suspicious language or links"",
  ""score"": 2
}"
WARNING - Immediate action jose@monkey.org,"This message is From a trusted sender.

Dear jose ,

Your mail on this prompt will get logged out and generate a new passwогd,

To continue using your address jose@monkey.org confirm your ownership,

Continue jose@monkey.org

This email is generated by monkey.org 's
mail server for jose@monkey.org.",1,1,8,"Suspicious language, sender authenticity, and formatting. The email asks for sensitive information (password) and contains a grammatical error (wогd).","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious language, sender authenticity, and formatting. The email asks for sensitive information (password) and contains a grammatical error (wогd)."",
  ""score"": 8
}"
Enhancing Investments with AWS Analytics,"Customer Support, looking to inquire about optimizing investments using AWS Alteryx data analytics. Could provide insights on leveraging tools to make informed investment decisions? interested in learning about the capabilities of AWS Alteryx to integrate and analyze large datasets to identify trends. Specifically, would like to know the types of analytics performed using these tools to optimize investment portfolios. appreciate any guidance or resources provided on the topic.",0,0,1,"Legitimate email with proper subject and body content, no suspicious links or attachments.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email with proper subject and body content, no suspicious links or attachments."",
  ""score"": 1
}"
Fwd: Notificação ao cliente - Cod. 0ZtmBEX6XLEEUXa4l,"Obter o Outlook para Android<https://aka.ms/AAb9ysg>
________________________________
From: Ourocard - Cod. 471518965032738 <foxgdsarmy23@gmail.com>
Sent: Thursday, November 9, 2023 7:20:43 AM
To: phish@pot <phish@pot>
Subject: Notificação ao cliente - Cod. 0ZtmBEX6XLEEUXa4l

________________________________
Prezado MARIANA BUHRER SUKEVICZ,

Cadastre-se e pague sua fatura utilizando pontos e ganhe descontos.

Instrucoes no arquivo em anexo.

Senha PDF: 123

Protocolo: 862951715360272

________________________________",1,1,8,"Suspicious sender email (foxgdsarmy23@gmail.com) and lack of authenticity, along with a generic greeting and a password (123) in the message.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious sender email (foxgdsarmy23@gmail.com) and lack of authenticity, along with a generic greeting and a password (123) in the message."",
  ""score"": 8
}"
Email Password Update Required For jose@monkey.org,"jose@monkey.org

The password to your jose@monkey.org is expiring today.
You will be locked out of your account soon.

If you wish to continue using your current password; kindly use the link below.

Continue with same password

Failure to use the link; system will lock your account to generate a new password.

Confirmation will be sent to your jose@monkey.org in a few hours for your reference.",1,1,8,"Suspicious email with urgent password update request, generic threat, and unverified link.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with urgent password update request, generic threat, and unverified link."",
  ""score"": 8
}"
Enhancing Portfolio Optimization Through Advanced Data Analytics Tools,"Greetings Customer Support, I hope this message finds you well. I am interested in learning about the best data analytics tools for effectively optimizing investment portfolios. Could you kindly offer some recommendations? I am particularly interested in tools that can aid in making data-driven investment decisions and maximizing returns. Key features I am interested in include predictive analytics, risk management, and portfolio optimization. I would greatly appreciate any insights you can share. Looking forward to your response. Thanks for your help, and I'd like to hear back as soon as possible.",0,0,1,"Legitimate email with proper greeting and request for information, no suspicious links or attachments.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email with proper greeting and request for information, no suspicious links or attachments."",
  ""score"": 1
}"
