Subject,Body,label,data_source,text
Problems with Data Consistency in Financial Analysis Software,"A financial company is facing issues with data consistency while analyzing investment trends, which might be due to errors in software integration. Despite attempts to synchronize and check for updates, discrepancies still persist.",0,tobiasbuek,"Problems with Data Consistency in Financial Analysis Software

A financial company is facing issues with data consistency while analyzing investment trends, which might be due to errors in software integration. Despite attempts to synchronize and check for updates, discrepancies still persist."
"Netflix : We're having some trouble with your current billing
information","NETFLIX Â Dear jose@monkey.org, We're having some trouble with your current billing information. We'll try again, but in the meantime you may want to update your payment details..Â We'll try again, but in the meantime you may want to update your payment details. click on the button bellow to update your account now. >>Update my Account Â Thank you for choosing netflix. Netflix billing team.",1,phishpuzzer,"Netflix : We're having some trouble with your current billing
information

NETFLIX Â Dear jose@monkey.org, We're having some trouble with your current billing information. We'll try again, but in the meantime you may want to update your payment details..Â We'll try again, but in the meantime you may want to update your payment details. click on the button bellow to update your account now. >>Update my Account Â Thank you for choosing netflix. Netflix billing team."
Re: Scaling Issues with Aetheros Cloud - Instance Not Responding,"Hello John,

Thank you for contacting Aetheros Support. We understand you're experiencing difficulties scaling your instance with ID i-0a1b2c3d4e5f6g7h8.

To help us diagnose the issue, could you please provide us with the following information:

* What steps have you taken to scale your instance?
* What error messages, if any, are you receiving?
* When did this issue first occur?

We look forward to your reply so we can assist you further.

Best regards,
The Aetheros Support Team",0,rtweera,"Re: Scaling Issues with Aetheros Cloud - Instance Not Responding

Hello John,

Thank you for contacting Aetheros Support. We understand you're experiencing difficulties scaling your instance with ID i-0a1b2c3d4e5f6g7h8.

To help us diagnose the issue, could you please provide us with the following information:

* What steps have you taken to scale your instance?
* What error messages, if any, are you receiving?
* When did this issue first occur?

We look forward to your reply so we can assist you further.

Best regards,
The Aetheros Support Team"
Urgent PayPal security notification,"PayPal - Limited Account Access Details We recently reviewed your account, and we need more information about your business to allow us to provide uninterrupted service. Until we can collect this information, your access to sensitive account features will be limited. We would like to restore your access as soon as possible. We apologize for the inconvenience. Why is my account access limited? Your account access has been limited for the following reason(s): We have reason to believe that your account was accessed by a third party. Because protecting the security of your account is our primary concern, we have limited access to sensitive PayPal account features. We understand that this may be an inconvenience but please understand that this temporary limitation is for your protection. (Your case ID for this reason is PP-136-124-102.) How can I restore my account access? Please visit the Resolution Center and complete the steps to remove limitations. Completing all of the checklist items will automatically restore your account access. Copyright © 1999-2006 PayPal. All rights reserved.",1,phishyai-phishing,"Urgent PayPal security notification

PayPal - Limited Account Access Details We recently reviewed your account, and we need more information about your business to allow us to provide uninterrupted service. Until we can collect this information, your access to sensitive account features will be limited. We would like to restore your access as soon as possible. We apologize for the inconvenience. Why is my account access limited? Your account access has been limited for the following reason(s): We have reason to believe that your account was accessed by a third party. Because protecting the security of your account is our primary concern, we have limited access to sensitive PayPal account features. We understand that this may be an inconvenience but please understand that this temporary limitation is for your protection. (Your case ID for this reason is PP-136-124-102.) How can I restore my account access? Please visit the Resolution Center and complete the steps to remove limitations. Completing all of the checklist items will automatically restore your account access. Copyright © 1999-2006 PayPal. All rights reserved."
STUDENTS ASSISTANCE NEEDED,"CMU archived phishing listing entry.

Date: 7/10/25
Target Audience: Students
Source Entry: https://www.cmu.edu/iso/aware/phish/phish-bowl-examples/2025/student-assistance-needed.html

Note: The linked CMU detail page currently redirects to a general Secure Computing page, so the original message body is not publicly available from the live site.",1,cmu-archived-phish,"STUDENTS ASSISTANCE NEEDED

CMU archived phishing listing entry.

Date: 7/10/25
Target Audience: Students
Source Entry: https://www.cmu.edu/iso/aware/phish/phish-bowl-examples/2025/student-assistance-needed.html

Note: The linked CMU detail page currently redirects to a general Secure Computing page, so the original message body is not publicly available from the live site."
Service Agreement - Identity Theft Protection,"Dear users of Bank of America services, Due to upcoming year 2007, and recent changes in Bank of America Service Agreement you need to submit additional details on your Bank of America account. Starting from 2007 all Bank of America accounts will come with complete detailed information! Identity protection matters. And Bank Of America works day and night to help keep your identity safe. Identity protection matters. Get Verified! According the new changes in Service Agreement any unverified account will be deleted from the system in 72 hours after receiving this letter.",1,phishyai-phishing,"Service Agreement - Identity Theft Protection

Dear users of Bank of America services, Due to upcoming year 2007, and recent changes in Bank of America Service Agreement you need to submit additional details on your Bank of America account. Starting from 2007 all Bank of America accounts will come with complete detailed information! Identity protection matters. And Bank Of America works day and night to help keep your identity safe. Identity protection matters. Get Verified! According the new changes in Service Agreement any unverified account will be deleted from the system in 72 hours after receiving this letter."
Issues with server overload leading to errors,Unexpected login errors were experienced because of server overload,0,tobiasbuek,"Issues with server overload leading to errors

Unexpected login errors were experienced because of server overload"
Alert! Irregular Check Card Activity,"Remember: Always look for your SiteKey before you enter your passcode during Sign In » Irregular Check Card Activity Account: MYACCESS CHECKING Date: 02/08/2007 We detected irregular activity on your Bank of America Check Card on 02/08/2007. For your protection, you must update your account before you can continue using your card. Please visit Online Banking at www.bankofamerica.com to review your account. If you have any questions about your account or need assistance, please call us at 1.877.833.5617 . We will review the activity on your account with you and upon verification, we will remove any restrictions placed on your account. Want to confirm this email is from Bank of America? Sign in to Online Banking and select Alerts History to verify this alert. Want to get more alerts? Sign in to your online banking account at Bank of America and within the Accounts Overview page select the ""Alerts"" tab. Because email is not a secure form of communication, please do not reply to this email. If you have any questions about your account or need assistance, please call the phone number on your statement or go to Contact Us at www.bankofamerica.com. Bank of America, Member FDIC. © 2007 Bank of America Corporation. All Rights Reserved.",1,phishyai-phishing,"Alert! Irregular Check Card Activity

Remember: Always look for your SiteKey before you enter your passcode during Sign In » Irregular Check Card Activity Account: MYACCESS CHECKING Date: 02/08/2007 We detected irregular activity on your Bank of America Check Card on 02/08/2007. For your protection, you must update your account before you can continue using your card. Please visit Online Banking at www.bankofamerica.com to review your account. If you have any questions about your account or need assistance, please call us at 1.877.833.5617 . We will review the activity on your account with you and upon verification, we will remove any restrictions placed on your account. Want to confirm this email is from Bank of America? Sign in to Online Banking and select Alerts History to verify this alert. Want to get more alerts? Sign in to your online banking account at Bank of America and within the Accounts Overview page select the ""Alerts"" tab. Because email is not a secure form of communication, please do not reply to this email. If you have any questions about your account or need assistance, please call the phone number on your statement or go to Contact Us at www.bankofamerica.com. Bank of America, Member FDIC. © 2007 Bank of America Corporation. All Rights Reserved."
Ticket: Password Expires Today Response ref: 3fe595002beca347ae3cd45fced5eed0ad31c13d,Microsoft 365 Re-active my passworg [link] Hello Emily The password assigned for amiliyc@Company.hu expires Today 2/3/2025. Click the below to continue-using same password,1,phishpuzzer,"Ticket: Password Expires Today Response ref: 3fe595002beca347ae3cd45fced5eed0ad31c13d

Microsoft 365 Re-active my passworg [link] Hello Emily The password assigned for amiliyc@Company.hu expires Today 2/3/2025. Click the below to continue-using same password"
Update ClickUp Integration Settings,"Customer Support, I am writing to request an update to the integration settings to improve compatibility with ClickUp, Zapier, and Smart-Küchengeräte. These updates are necessary to enhance project management and ensure seamless communication across our tools. Currently, we are experiencing compatibility issues that are hindering our workflow, and we would greatly appreciate your assistance in updating the settings as soon as possible. Please let us know if there is any additional information you need to facilitate this update. Thank you for your time and assistance. We look forward to hearing from you.",0,tobiasbuek,"Update ClickUp Integration Settings

Customer Support, I am writing to request an update to the integration settings to improve compatibility with ClickUp, Zapier, and Smart-Küchengeräte. These updates are necessary to enhance project management and ensure seamless communication across our tools. Currently, we are experiencing compatibility issues that are hindering our workflow, and we would greatly appreciate your assistance in updating the settings as soon as possible. Please let us know if there is any additional information you need to facilitate this update. Thank you for your time and assistance. We look forward to hearing from you."
