row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001101_001200/chunk_input.csv,1,phishing_email_agent_001101_001200_chunk_input,+19782$ will be cancelled in 24 hours,1,phishing_pot,legitimate,0.3822921807387617,0.6177078192612383,0,0,0,468,0,0,0,0.0,0,,10,0,37,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001101_001200/chunk_input.csv,2,phishing_email_agent_001101_001200_chunk_input,TikTok v. Montana,1,phishpuzzer,legitimate,0.31472486721684273,0.6852751327831572,0,0,0,9007,0,0,0,0.0,0,,203,0,17,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001101_001200/chunk_input.csv,3,phishing_email_agent_001101_001200_chunk_input,Re: Urgent Issue with Mercury Language Permissions,0,rtweera,legitimate,0.40295346512212643,0.5970465348778735,0,0,0,234,0,0,0,0.0,0,,8,0,50,0,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001101_001200/chunk_input.csv,4,phishing_email_agent_001101_001200_chunk_input,INTERN JOB POSITION,1,cornell-phish-bowl,phishing,0.5811107477042223,0.5811107477042223,0,0,0,845,0,0,0,0.0,0,,28,0,19,1,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001101_001200/chunk_input.csv,5,phishing_email_agent_001101_001200_chunk_input,Question from eBay Member regarding Item #150057720098,1,phishyai-phishing,legitimate,0.3255122498685501,0.6744877501314499,0,0,0,2,0,0,0,0.0,0,,2,0,54,0,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001101_001200/chunk_input.csv,6,phishing_email_agent_001101_001200_chunk_input,Please Confirm Your Online Banking Records!,1,phishyai-phishing,legitimate,0.3255122498685501,0.6744877501314499,0,0,0,2,0,0,0,0.0,0,,2,0,43,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001101_001200/chunk_input.csv,7,phishing_email_agent_001101_001200_chunk_input,"I will be sending payment of US $25.76 shortly for eBay item #6069508933, (1B+1C) HP 3820 V40 940c 5110 PSC 750 950 INK CARTRIDGE",1,phishyai-phishing,phishing,0.5755544130191469,0.5755544130191469,0,0,0,1874,0,0,0,0.0,0,,52,0,129,1,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001101_001200/chunk_input.csv,8,phishing_email_agent_001101_001200_chunk_input,Pipeline Update - February 13,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,194,0,0,0,0.0,0,,10,0,29,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001101_001200/chunk_input.csv,9,phishing_email_agent_001101_001200_chunk_input,Looking to make friends? Here’s a little help,1,phishpuzzer,legitimate,0.37435974272631084,0.6256402572736892,0,0,7,6184,0,0,0,0.0,0,npr.org,153,1,45,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001101_001200/chunk_input.csv,10,phishing_email_agent_001101_001200_chunk_input,Customer issue: XYZ Contractors Inc - Cancelling remaining orders,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,173,0,0,0,0.0,0,,6,0,65,0,200,
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001101_001200/chunk_input.csv,11,phishing_email_agent_001101_001200_chunk_input,Re: Mercury Language - Unexpected Behavior with Asynchronous Calls,0,rtweera,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,553,0,0,0,0.0,0,,21,0,66,0,200,
