group_label,feature_a,feature_b,cell_slug,rank,word,log_ratio_score,weighted_group_count,weighted_background_count
LLM-P-TP,Authority,Authority,authority__authority,1,bec,10.13238365066005,160.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,2,convincing,9.775735490402914,112.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,3,credentials,9.347743755447262,73.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,4,nobodyject,9.347743755447262,73.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,5,essence,9.305785426368374,70.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,6,discretion,9.117762746857238,58.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,7,gent,9.027627912378982,53.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,8,ceo's,9.008583345164247,52.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,9,target's,8.770963276783235,41.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,10,regent,8.74627676024841,40.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,11,business's,8.66833548377733,37.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,12,lily,8.58380193639837,34.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,13,jensen,8.353354505183791,27.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,14,completion,8.353354505183791,27.0,0.0
LLM-P-TP,Authority,Authority,authority__authority,15,maya,8.148644232917636,22.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,1,nobodyject,9.899686785112014,120.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,2,gent,9.612032487737658,90.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,3,youro's,9.316953574453741,67.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,4,business's,9.223149497632424,61.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,5,sharinging,8.983521035011512,48.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,6,regent,8.94097047663604,46.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,7,dis,8.850019397649953,42.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,8,secretaryo,8.775929735987228,39.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,9,facil,8.74996099546982,38.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,10,swing,8.638766311487766,34.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,11,requiresands,8.638766311487766,34.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,12,sarm,8.638766311487766,34.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,13,amize,8.513642371920938,30.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,14,accountank,8.513642371920938,30.0,0.0
LLM-P-TP,Authority,Liking,authority__liking,15,quired,8.479752310601976,29.0,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,1,convincing,10.793959970120788,209.177952572524,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,2,usaa,10.634956692286229,178.42597700000002,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,3,bec,10.100685766662522,104.570691300014,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,4,nobodyject,10.033526399332818,97.77777523776801,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,5,essence,9.819837674717089,78.96338105714698,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,6,business's,9.700989368665807,70.113820307512,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,7,aimed,9.596162430658865,63.135122115412976,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,8,youro's,9.371105349684285,50.40952606687199,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,9,sir,9.3693911709121,50.323172019867,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,10,regent,9.309285048267338,47.38696611280601,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,11,secretary's,9.221682163347666,43.41152716139299,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,12,sharinging,9.176221828183362,41.48176610776801,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,13,tim,9.175444656133749,41.44953239405301,0.0
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,14,asly,8.96483861674885,33.576083145682,0.0
