row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002461_002480/chunk_input.csv,1,Email DE-ACTIVATION FOR jose@monkey.org,SUSPICIOUS,75.0,6,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Urgency in body text,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual and raises suspicion. The SPF and DKIM checks failed, indicating potential email spoofing. The body contains urgent language pressuring the recipient to act immediately, a common phishing tactic. However, no malicious links or attachments were found, and the DMARC policy is set to reject, which adds some credibility.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002461_002480/chunk_input.csv,2,Re: Action Required,MALICIOUS,90.0,8,Outlook Web Users Office 365 users,Missing standard 'Date' header | Missing standard 'Message-ID' header | Urgency in body text ('Your Password Expires in 24 hours') | Link to 'secure your account' without clear destination | SPF check failed for domain example.com | DKIM check failed for domain example.com | Impersonation of 'Outlook Web Users Office 365 users' brand,"The email exhibits multiple strong indicators of phishing. The subject line 'Re: Action Required' creates a false sense of urgency. The body text contains a password expiration warning and a link to 'secure your account,' typical of phishing attempts. The email lacks standard headers like 'Date' and 'Message-ID,' which is unusual for legitimate emails. Authentication checks (SPF and DKIM) are missing, and while DMARC is present, it does not mitigate the other suspicious elements. The email also impersonates a generic 'Outlook Web Users Office 365 users' brand, further increasing suspicion.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002461_002480/chunk_input.csv,3,Alert: Mail Box Address(jose@monkey.org) shutdown,SUSPICIOUS,85.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Urgency in body text | Grammatical errors in body text,"The email exhibits multiple suspicious elements, including missing standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication, and urgent language in the body text. The absence of authentication checks increases the risk of impersonation. The body text contains grammatical errors and urges immediate action, which is a common phishing tactic. However, no malicious attachments or links were found, and the DMARC policy is set to reject, which adds some credibility.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002461_002480/chunk_input.csv,4,Re: [ILUG] Serial number in hosts file,CLEAN,90.0,1,,SPF check not found | DKIM check not found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate technical discussion regarding DNS server serial numbers. No phishing indicators such as urgency, poor grammar, or mismatched domains were found. The absence of SPF and DKIM checks is noted but does not necessarily indicate malicious intent. The link provided points to a legitimate Linux mailing list, and no attachments were present.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002461_002480/chunk_input.csv,5,Password Reset Confirmation,MALICIOUS,90.0,8,example.com,Mismatch From/Reply-To domains | Urgency in body text | Link domain ipfs.io differs from mentioned brand example.com | SPF check failed for domain example.com | DKIM check failed for domain example.com | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email exhibits multiple highly suspicious elements, including a mismatched domain in the body link (ipfs.io vs. example.com), urgency in the body text (password expiration warning), and missing standard headers (Date, Message-ID). Additionally, SPF and DKIM authentication checks failed, and the DMARC policy is set to reject, further indicating potential phishing. The links, though not fully analyzed due to VT API issues, are suspicious due to their structure and context.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002461_002480/chunk_input.csv,6,Welcome to the World of Ralph Lauren,CLEAN,80.0,2,Ralph Lauren,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks failed, which is suspicious. However, there are no links, attachments, or urgent language in the body. The DMARC policy is set to reject, which is a positive sign. The email appears to be a promotional message from Ralph Lauren, with no clear phishing indicators.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002461_002480/chunk_input.csv,7,Your FREE AIRism is waiting,SUSPICIOUS,65.0,3,AIRism,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', which is unusual and raises suspicion. Additionally, SPF and DKIM authentication checks were not found, indicating potential issues with email authenticity. However, DMARC policy is set to reject, which adds some credibility. The body text contains promotional language but does not exhibit urgent or coercive phrasing. No attachments or links were found, reducing immediate risk. Overall, the email's authenticity is questionable due to missing headers and failed authentication checks, but there is no definitive evidence of phishing.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002461_002480/chunk_input.csv,8,RE: [ILUG] Redhat 8.0,CLEAN,95.0,0,Redhat,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate discussion thread about Redhat 8.0, with no suspicious content or indicators of phishing. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious. No links or attachments were flagged as suspicious, and the email content aligns with a technical discussion. Authentication checks (SPF, DKIM) were not found, but DMARC policy is set to reject, which is not unusual for older emails.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002461_002480/chunk_input.csv,9,11 Landscape Rugs That'll Make You Gasp,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be legitimate based on the provided data. There are no suspicious links, attachments, or urgent language. The absence of SPF and DKIM records is noted but does not necessarily indicate malicious intent. The email content is coherent and relevant to the subject, and there is no evidence of brand impersonation or typosquatting.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002461_002480/chunk_input.csv,10,Re: [spambayes-dev] spoof detector,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate discussion thread related to spambayes-dev, with no suspicious elements detected. The headers lack standard fields like 'Date' and 'Message-ID', but this is not uncommon in older or technical emails. No phishing indicators such as urgency, mismatched domains, or suspicious links were found. The links provided are related to Python mailing lists and consulting services, which align with the email's context. No attachments were present, and authentication checks (SPF, DKIM) were not found, but this does not necessarily indicate malicious intent.",Analysis completed successfully,,0
