stage_group,stage,source,principle_group,left_principle,right_principle,value
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.8791612684960001
S4,S4,HW,A-A,Authority,Authority,0.9999980000009999
S4,S4,HW,A-A,Authority,Authority,0.267360350761
S4,S4,HW,A-A,Authority,Authority,0.33312982627599996
S4,S4,HW,A-A,Authority,Authority,0.3047857014759999
S4,S4,HW,A-A,Authority,Authority,0.23320979472400002
S4,S4,HW,A-A,Authority,Authority,0.36160257955600006
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.996714702736
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.9653514455290001
S4,S4,HW,A-A,Authority,Authority,0.19682532249999998
S4,S4,HW,A-A,Authority,Authority,0.999966000289
S4,S4,HW,A-A,Authority,Authority,0.965840803984
S4,S4,HW,A-A,Authority,Authority,0.9965849206810001
S4,S4,HW,A-A,Authority,Authority,0.2710868356
S4,S4,HW,A-A,Authority,Authority,0.558321289681
S4,S4,HW,A-A,Authority,Authority,0.999778012321
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.35705524668099997
S4,S4,HW,A-A,Authority,Authority,0.4745928546490001
S4,S4,HW,A-A,Authority,Authority,0.473766526249
S4,S4,HW,A-A,Authority,Authority,0.185894634025
S4,S4,HW,A-A,Authority,Authority,0.185894634025
S4,S4,HW,A-A,Authority,Authority,0.36106398499600006
S4,S4,HW,A-A,Authority,Authority,0.207082333969
S4,S4,HW,A-A,Authority,Authority,0.9999420008410002
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.10469495635600001
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.9999980000009999
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.859575599689
S4,S4,HW,A-A,Authority,Authority,0.667964578681
S4,S4,HW,A-A,Authority,Authority,0.9235344540489999
S4,S4,HW,A-A,Authority,Authority,0.93161104
S4,S4,HW,A-A,Authority,Authority,0.998666444889
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.36880235868100003
S4,S4,HW,A-A,Authority,Authority,0.9357640878010001
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.141129451584
S4,S4,HW,A-A,Authority,Authority,0.953288613225
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.999708021316
S4,S4,HW,A-A,Authority,Authority,0.173628889344
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.4089730401
S4,S4,HW,A-A,Authority,Authority,0.3047857014759999
S4,S4,HW,A-A,Authority,Authority,0.963795756361
S4,S4,HW,A-A,Authority,Authority,0.38263874208399995
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.6699913609
S4,S4,HW,A-A,Authority,Authority,0.23320979472400002
S4,S4,HW,A-A,Authority,Authority,0.975673768644
S4,S4,HW,A-A,Authority,Authority,0.32771388636900006
S4,S4,HW,A-A,Authority,Authority,0.968698850625
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.963061561449
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.611642869776
S4,S4,HW,A-A,Authority,Authority,0.46710526940100006
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.6979466266239999
S4,S4,HW,A-A,Authority,Authority,0.109484883225
S4,S4,HW,A-A,Authority,Authority,0.309004797924
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.9965849206810001
S4,S4,HW,A-A,Authority,Authority,0.188292641329
S4,S4,HW,A-A,Authority,Authority,0.999816008464
S4,S4,HW,A-A,Authority,Authority,0.47300556451599995
S4,S4,HW,A-A,Authority,Authority,0.194879868304
S4,S4,HW,A-A,Authority,Authority,0.9999880000360001
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.669978264484
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.9138384906010001
S4,S4,HW,A-A,Authority,Authority,0.858528258624
S4,S4,HW,A-A,Authority,Authority,0.616047602769
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.9629967929759999
S4,S4,HW,A-A,Authority,Authority,0.32687061907599996
S4,S4,HW,A-A,Authority,Authority,0.9628672625639999
S4,S4,HW,A-A,Authority,Authority,0.999072215296
S4,S4,HW,A-A,Authority,Authority,0.33751103584899994
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.965840803984
S4,S4,HW,A-A,Authority,Authority,0.441685184836
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.06260104080399999
S4,S4,HW,A-A,Authority,Authority,0.10830746820099998
S4,S4,HW,A-A,Authority,Authority,0.300449785689
S4,S4,HW,A-A,Authority,Authority,0.3157990416
S4,S4,HW,A-A,Authority,Authority,0.884286333225
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.300449785689
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.9999940000090001
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.427725156049
S4,S4,HW,A-A,Authority,Authority,0.309004797924
S4,S4,HW,A-A,Authority,Authority,0.578043925264
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.9999400009
S4,S4,HW,A-A,Authority,Authority,0.441685184836
S4,S4,HW,A-A,Authority,Authority,0.14613111744100002
S4,S4,HW,A-A,Authority,Authority,0.361920153604
