row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_001601_001700/chunk_input.csv,1,llm_guard_001601_001700_chunk_input,Overdue: Customer 501943334 - 51 days,0,uberjugaad,223,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_001601_001700/chunk_input.csv,2,llm_guard_001601_001700_chunk_input,Suchst du nach jemandem in deiner N��he?,1,phishing_pot,8966,False,2,malicious_urls | sensitive,False,0.3,True,-1.0,False,0.2
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_001601_001700/chunk_input.csv,3,llm_guard_001601_001700_chunk_input,Időérzékeny: Probléma a kézbesítéssel,1,nazario,1953,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_001601_001700/chunk_input.csv,4,llm_guard_001601_001700_chunk_input,Support for WooCommerce TYPO3 Integration,0,tobiasbuek,586,True,0,,True,-1.0,True,-1.0,True,-1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_001601_001700/chunk_input.csv,5,llm_guard_001601_001700_chunk_input,Urgent Support for Digital Campaign Disruption,0,tobiasbuek,577,True,0,,True,-1.0,True,-1.0,True,-1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_001601_001700/chunk_input.csv,6,llm_guard_001601_001700_chunk_input,Pipeline Update - January 08,0,uberjugaad,223,False,1,sensitive,True,-1.0,True,-1.0,False,0.8
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_001601_001700/chunk_input.csv,7,llm_guard_001601_001700_chunk_input,Optimization of Investments,0,tobiasbuek,81,True,0,,True,-1.0,True,-1.0,True,-1.0
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_001601_001700/chunk_input.csv,8,llm_guard_001601_001700_chunk_input,Pipeline Update - January 27,0,uberjugaad,227,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_001601_001700/chunk_input.csv,9,llm_guard_001601_001700_chunk_input,Unlock your Capital One account immediately !!,1,phishyai-phishing,1533,False,1,ban_substrings,True,-1.0,False,1.0,True,-1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_001601_001700/chunk_input.csv,10,llm_guard_001601_001700_chunk_input,System Specifications for Optimal SaaS Usage,0,tobiasbuek,495,True,0,,True,-1.0,True,-1.0,True,-1.0
