row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002401_002420/chunk_input.csv,1,ALL MAILS SECURITY UPDATE,MALICIOUS,95.0,8,google.com,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Urgency in body text | Link domain 'frankensolar.cz' differs from mentioned brand 'google.com',"The email exhibits multiple suspicious indicators: lack of standard headers (Date, Message-ID), failed SPF and DKIM authentication, and a body text containing urgent language and a suspicious link unrelated to the mentioned brand (google.com). The link domain does not match the brand, and the email lacks standard headers, which is highly unusual for legitimate communications.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002401_002420/chunk_input.csv,2,cPanel Portal Update.!,SUSPICIOUS,80.0,7,cPanel,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual for legitimate communications. The SPF and DKIM checks failed, indicating potential authentication issues. The body contains urgent language prompting the recipient to click a link to update their cPanel credentials, a common phishing tactic. No attachments were found, reducing immediate risk, but the combination of missing headers, failed authentication, and urgency raises significant suspicion.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002401_002420/chunk_input.csv,3,Limited Access,SUSPICIOUS,80.0,7,PayPal,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Brand impersonation of PayPal,"The email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks, raising concerns about its legitimacy. The body text impersonates PayPal, urging the recipient to confirm account information via a link, which is a common phishing tactic. However, no actual links were found to analyze for typosquatting or mismatched domains. The absence of attachments reduces immediate risk, but the combination of failed authentication and brand impersonation strongly suggests a phishing attempt.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002401_002420/chunk_input.csv,4,ODP: SERVICE HELP DESK,SUSPICIOUS,60.0,3,Microsoft Outlook,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Urgency in body text ('Everyone is advise to migrate immediately'),"The email lacks standard headers such as 'Date' and 'Message-ID', and authentication checks (SPF and DKIM) are not found, which raises concerns. However, DMARC policy is present and set to reject, which adds some credibility. The body text promotes migration to a new Outlook web app and includes a link labeled 'GATEWAY', but the link destination is not provided for analysis. The language is somewhat urgent ('Everyone is advise to migrate immediately'), which is a common phishing tactic. No attachments are present.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002401_002420/chunk_input.csv,5,Sitte komfortabelt hvor som helst...,CLEAN,80.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which is suspicious. However, the DMARC policy is set to 'reject' for the domain, which adds some legitimacy. The body content appears to be a promotional message without urgency, poor grammar, or suspicious links. No attachments were found, and there is no evidence of brand impersonation or typosquatting.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002401_002420/chunk_input.csv,6,Ready for the long weekend?,CLEAN,90.0,1,NET-A-PORTER,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate promotional message from NET-A-PORTER. There are no suspicious links, attachments, or urgent language. The absence of SPF and DKIM checks is notable but not inherently malicious, especially since DMARC policy is correctly configured. Missing standard headers like 'Date' and 'Message-ID' are unusual but not definitive indicators of phishing.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002401_002420/chunk_input.csv,7,Confirmation of Participation & Introductory Video Submission – 2025 International White Hat Conference,CLEAN,85.0,2,2025 International White Hat Conference,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be legitimate based on the content and context. The subject and body are professional and relevant to a known event (2025 International White Hat Conference). No suspicious links, attachments, or urgent language were found. However, the absence of standard headers like 'Date' and 'Message-ID' and the lack of SPF/DKIM authentication are minor red flags, but not definitive indicators of phishing.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002401_002420/chunk_input.csv,8,Re: Strange headers on mail from SA users list,CLEAN,95.0,1,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which could raise minor concerns. However, there are no suspicious links, attachments, or urgent language in the body. The content appears to be a technical discussion snippet without any phishing indicators. The DMARC policy is set to reject, which adds a layer of security.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002401_002420/chunk_input.csv,9,9 Healthier Ice Creams That Actually Taste Good,CLEAN,95.0,1,,Missing SPF check | Missing DKIM check | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be clean with no strong indicators of phishing. Missing SPF and DKIM checks are noted, but the DMARC policy is correctly configured to reject. The email lacks suspicious links, attachments, or urgent language. The content is consistent with a promotional newsletter and does not impersonate any specific brand.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002401_002420/chunk_input.csv,10,7 Worst Daily Habits for Your Joints as You Age,CLEAN,95.0,1,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be clean with no clear indicators of phishing. The subject and body content are related to health and nutrition, with no urgency, poor grammar, or suspicious language. No links or attachments were found, and while SPF and DKIM checks were not found, DMARC policy is set to reject, which is a positive sign. Missing standard headers like 'Date' and 'Message-ID' are unusual but not necessarily indicative of phishing.",Analysis completed successfully,,0
