row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002081_002100/chunk_input.csv,1,Jose Get Your WeTransfer Files Labelled Payment/Invoice,SUSPICIOUS,80.0,7,WeTransfer,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Suspicious link labeled 'Help' without clear destination domain | Mention of files without actual attachments,"The email lacks standard headers like 'Date' and 'Message-ID', and authentication checks (SPF, DKIM) are missing, which is unusual for legitimate emails. The body mentions 'WeTransfer' but lacks proper branding consistency and includes a suspicious link labeled 'Help' without a clear destination domain. The absence of attachments despite mentioning files adds to the suspicion.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002081_002100/chunk_input.csv,2,Important file update shared with you VIA SharePoint,SUSPICIOUS,65.0,3,Microsoft,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None,"The email lacks standard headers like 'Date' and 'Message-ID', which is unusual and raises suspicion. The SPF and DKIM authentication checks failed, indicating potential email spoofing. However, DMARC policy is set to reject, which adds some credibility. The body mentions 'Microsoft SharePoint' but contains no links to verify brand impersonation. No attachments were found, reducing immediate risk.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002081_002100/chunk_input.csv,3,Request To Close Your Email Address,SUSPICIOUS,85.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed (not_found) | DKIM check failed (not_found) | Shortened URL (http://bit.ly/28JOrZV) unverifiable | Urgency in body text ('kindly cancel it manually') | Generic brand reference ('Email Admin Services'),"The email exhibits multiple suspicious elements, including missing standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication, and the presence of shortened URLs (http://bit.ly/28JOrZV) which cannot be verified due to VT API issues. The email body contains urgent language prompting immediate action ('kindly cancel it manually') and references a generic 'Email Admin Services' without clear brand affiliation. The lack of authentication and use of obfuscated links strongly suggest phishing intent.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002081_002100/chunk_input.csv,4,Last call for an extra 20% off + a Memorial Day Sale haul🚨,CLEAN,70.0,2,Macy*s,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks were not found, which is unusual but not definitively malicious. The body text mentions 'Macy*s' but does not contain any links or attachments to verify. The DMARC policy is set to reject for the domain, which adds some legitimacy. No direct phishing indicators such as suspicious links, typosquatting, or urgent language were found.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002081_002100/chunk_input.csv,5,Re: [opensuse] Intel 3945 Wireless Problem opensuse 10.3,CLEAN,95.0,0,openSUSE | Intel,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate technical discussion related to openSUSE and Intel wireless issues. No suspicious links, attachments, or phishing indicators were found. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious. Authentication checks (SPF, DKIM) were not found, but DMARC policy is set to reject, which aligns with a legitimate domain configuration.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002081_002100/chunk_input.csv,6,Watch the winner’s Tiny Desk concert,CLEAN,90.0,1,apple.com | facebook.com | spotify.com,SPF check not found | DKIM check not found | Missing 'Date' header | Missing 'Message-ID' header,"The email appears to be clean with no significant phishing indicators. The body content is coherent and mentions legitimate brands (apple.com, facebook.com, spotify.com) without suspicious links or typosquatting. No attachments are present. While SPF and DKIM checks are not found, the DMARC policy is correctly configured to reject, and the absence of standard headers like 'Date' and 'Message-ID' is not inherently malicious. The email content aligns with a legitimate NPR Tiny Desk concert announcement.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002081_002100/chunk_input.csv,7,RE: Faculty & Staff Bulletin,SUSPICIOUS,75.0,6,Payroll,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual for legitimate communications. The SPF and DKIM checks failed, indicating potential email spoofing. The body contains urgent language ('update your information's with the secure link below') and a link to update payroll information, which is a common phishing tactic. However, no specific malicious links or attachments were detected.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002081_002100/chunk_input.csv,8,"[Spambayes-checkins] spambayes/spambayes XMLRPCPlugin.py, 1.1.2.3, 1.1.2.4",CLEAN,95.0,0,Spambayes,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate update notification related to Spambayes project. The content is technical and relevant to the subject line. No phishing indicators such as urgency, mismatched domains, or suspicious links were found. The absence of SPF and DKIM records is noted, but the DMARC policy is correctly configured. The email lacks standard headers like 'Date' and 'Message-ID', but this is not uncommon in technical or automated emails.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002081_002100/chunk_input.csv,9,Re-Validate E-mail Password,SUSPICIOUS,80.0,7,Microsoft,Missing standard 'Date' header | Missing standard 'Message-ID' header | Urgency in body text ('Please Click Here To Validate E-mail Password') | SPF check failed for domain example.com | DKIM check failed for domain example.com,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual and raises suspicion. The subject 'Re-Validate E-mail Password' and the body text urging immediate action ('Please Click Here To Validate E-mail Password') suggest urgency, a common phishing tactic. The email mentions 'Microsoft' but lacks any links or attachments, which is atypical for legitimate communications from Microsoft. Additionally, SPF and DKIM authentication checks failed, further increasing suspicion.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002081_002100/chunk_input.csv,10,Jose Get Your WeTransfer Files Labelled Payment/Invoice,SUSPICIOUS,75.0,6,WeTransfer,"Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Link labeled 'Help' without clear destination | Urgency in body text ('Will be deleted on 10 October, 2019')","The email lacks standard headers like 'Date' and 'Message-ID', and fails SPF and DKIM authentication checks, which are red flags. The body mentions WeTransfer but uses a non-standard email domain (example.com) and includes a suspicious link labeled 'Help' without a clear destination. The email also uses urgency by stating files will be deleted soon. However, no malicious attachments were found.",Analysis completed successfully,,0
