Subject,Body,label,data_source,text
Problem with Campaign Metrics Tracking,The digital campaign metrics are not being tracked in SAP ERP because of an integration problem with the H2O.ai analytics tool.,0,tobiasbuek,"Problem with Campaign Metrics Tracking

The digital campaign metrics are not being tracked in SAP ERP because of an integration problem with the H2O.ai analytics tool."
[opensuse] Beagle waste,Seems in addition to wasting CPU resources its a drive hog. So I put in a warning line in dot bashrc du ./.beagle/ -ch | tail so each time i open a konsole I get a read on how much waste. Perhaps if it were redeveloped not as a daeman but as a stand alone we could control with cron it would be more useful. -- _______ _______ _______ __ / ____\\ \\ / / ____|_ _\\ \\ / / | | \\ \\ /\\ / / (___ | | \\ \\ / / | | \\ \\/ \\/ / \\___ \\ | | \\ \\/ / | |____ \\ /\\ / ____) |_| |_ \\ / \\_____| \\/ \\/ |_____/|_____| \\/ | \\ /|\\ || |\\ / |~~\\ /~~\\ /~~| //~~\\ | \\ / | \\ || | X |__/| || |( `--. |__ | | \\| \\_/ / \\ | \\ \\__/ \\__| \\\\__/,0,phishpuzzer,"[opensuse] Beagle waste

Seems in addition to wasting CPU resources its a drive hog. So I put in a warning line in dot bashrc du ./.beagle/ -ch | tail so each time i open a konsole I get a read on how much waste. Perhaps if it were redeveloped not as a daeman but as a stand alone we could control with cron it would be more useful. -- _______ _______ _______ __ / ____\\ \\ / / ____|_ _\\ \\ / / | | \\ \\ /\\ / / (___ | | \\ \\ / / | | \\ \\/ \\/ / \\___ \\ | | \\ \\/ / | |____ \\ /\\ / ____) |_| |_ \\ / \\_____| \\/ \\/ |_____/|_____| \\/ | \\ /|\\ || |\\ / |~~\\ /~~\\ /~~| //~~\\ | \\ / | \\ || | X |__/| || |( `--. |__ | | \\| \\_/ / \\ | \\ \\__/ \\__| \\\\__/"
Approval needed: Extended terms,"Need approval for:

Customer: Company_688
Deal size: €488,626
Discount requested: 6%
Reason: End of quarter push

Please approve in system.

Toni",0,uberjugaad,"Approval needed: Extended terms

Need approval for:

Customer: Company_688
Deal size: €488,626
Discount requested: 6%
Reason: End of quarter push

Please approve in system.

Toni"
RE: PO/Remittance Advice AED 462821 FYA.,"Dear jose,
Please find below for your records, Invoice remittance advice /Proof of payment for and on behalf of jose@monkey.org
Kindly allow 2-3 business days for amount to settle in your account. Value date
11 Nov 2024

Thank you.
Payroll/Accounts Payable Team

Shared via monkey.org
(How to read document: Download
attached and open with browser or adobe to read PDF document )",1,nazario,"RE: PO/Remittance Advice AED 462821 FYA.

Dear jose,
Please find below for your records, Invoice remittance advice /Proof of payment for and on behalf of jose@monkey.org
Kindly allow 2-3 business days for amount to settle in your account. Value date
11 Nov 2024

Thank you.
Payroll/Accounts Payable Team

Shared via monkey.org
(How to read document: Download
attached and open with browser or adobe to read PDF document )"
Microsoft Outlook Encrypted Message,"This message is encrypted, you will need to login to view its content. Login",1,phishpuzzer,"Microsoft Outlook Encrypted Message

This message is encrypted, you will need to login to view its content. Login"
Have you been informed about this?,"<html><body><P>Attn;</P>
<P>On behalf of my client James Smith Sr, whose estate you are included in. I'm deeply saddened to announce the passing of James Smith Sr, who named you as his beneficiary. Kindly get back to me as soon as possible.</P>
<P>Best regards,<BR>Joseph Daniels.<BR><A href=""mailto:J.R.E.Daniels@outlook.com"">J.R.E.Daniels@outlook.com</A></P></body></html>

Attn;
On behalf of my client James Smith Sr, whose estate you are included in. I'm deeply saddened to announce the passing of James Smith Sr, who named you as his beneficiary. Kindly get back to me as soon as possible.
Best regards,Joseph Daniels.J.R.E.Daniels@outlook.com",1,phishing_pot,"Have you been informed about this?

<html><body><P>Attn;</P>
<P>On behalf of my client James Smith Sr, whose estate you are included in. I'm deeply saddened to announce the passing of James Smith Sr, who named you as his beneficiary. Kindly get back to me as soon as possible.</P>
<P>Best regards,<BR>Joseph Daniels.<BR><A href=""mailto:J.R.E.Daniels@outlook.com"">J.R.E.Daniels@outlook.com</A></P></body></html>

Attn;
On behalf of my client James Smith Sr, whose estate you are included in. I'm deeply saddened to announce the passing of James Smith Sr, who named you as his beneficiary. Kindly get back to me as soon as possible.
Best regards,Joseph Daniels.J.R.E.Daniels@outlook.com"
Your Smarsh Email Encryption Activation Information,"You Have a New Smarsh Email Encryption Message ""Charles W jackson jr"" has sent you an encrypted message via Smarsh Email Encryption. Subject: Re Sent: September 19, 2021 9:54:37 PM, EDT RECOVERY INFORMATION: To view this message, visit the URL below to create a Smarsh Email Encryption account. Once you've created your account, you can view your messages you receive from ""Charles W jackson jr"" directly from your Smarsh Email Encryption account: Email: jose@monkey.org MESSAGE EXPIRY: October 24, 2021 6:06:46 AM, EDT You have 1 day(s) left to collect this message before it expires. Once the message expires, it will be permanently removed from the server. Click here to create your account and read your message: https://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=en_US NEED HELP? Please visit: https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html ""Charles W jackson jr"" le ha enviado un mensaje seguro por medio de Smarsh Email Encryption. Asunto: Re Enviado: 19 septiembre 2021 9:54:37 PM INFORMACIÃ“N DE RECUPERACIÃ“N: Para ver este mensaje, haga clic en la URL siguiente para crear una cuenta de Smarsh Email Encryption. Una vez creada la cuenta, podrÃ¡ ver los mensajes que reciba de ""Charles W jackson jr"" directamente en su cuenta de Smarsh Email Encryption: Correo electrÃ³nico: jose@monkey.org CADUCIDAD DEL MENSAJE: 24 octubre 2021 6:06:46 AM Le quedan 1 dÃ­as para ver este mensaje antes de que caduque. Una vez que caduque, el mensaje serÃ¡ eliminado del servidor de manera permanente. Haga clic aquÃ­ para crear una cuenta gratuita y leer su mensaje: https://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=es_ES Â¿NECESITA AYUDA? Visite: https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html ""Charles W jackson jr"" vous a envoyÃ© un message sÃ©curisÃ© par lâ€™email sÃ©curisÃ©. Objet: Re EnvoyÃ©: 19 septembre 2021 21:54:37 INFORMATIONS DE RÃ‰CUPÃ‰RATIONÂ : Pour voir ce message, allez sur lâ€™URL ci-dessous pour crÃ©er un compte Smarsh Email Encryption. Une fois votre compte crÃ©Ã©, vous pourrez voir les messages que vous recevez de ""Charles W jackson jr"" directement dans votre compte Smarsh Email EncryptionÂ : Email: jose@monkey.org EXPIRATION DU MESSAGE: 24 octobre 2021 6:06:46 Il vous reste 1 jours pour ramasser ce message avant expiration. Une fois le message expirÃ©, il sera supprimÃ© dÃ©finitivement du serveur. Cliquez ici pour crÃ©er votre compte gratuit et lire votre message: https://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=fr_FR BESOIN Dâ€™AIDEÂ ? ConsultezÂ : https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html You Have a New Smarsh Email Encryption Message English (United States)Â |Â espaÃ±ol (EspaÃ±a)Â |Â franÃ§ais (France)Â |Â Â â‡§Â Smarsh Email Encryption ""Charles W jackson jr"" has sent you an encrypted message via Smarsh Email Encryption. You have 1 day(s) left to collect this message before it expires. Subject: Re Sent: September 19, 2021 9:54:37 PM, EDT Expires: October 24, 2021 6:06:46 AM, EDT To view this message, click the link below to create your Smarsh Email Encryption account. Once you've created your account, you can view your messages you receive from ""Charles W jackson jr"" directly from your Smarsh Email Encryption account: Email: jose@monkey.org Click here to create your account and read your message For Smarsh Email Encryption online help, visit: https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html Do not reply to this message. This is a system-generated email and all replies will be discarded. Â â‡§Â Smarsh Email Encryption ""Charles W jackson jr"" le ha enviado un mensaje cifrado a travÃ©s de Smarsh Email Encryption Le quedan 1 dÃ­as para ver este mensaje antes de que caduque. Asunto: Re Enviado: 19 septiembre 2021 9:54:37 PM Caduca: 24 octubre 2021 6:06:46 AM Para ver este mensaje, haga clic en el vÃ­nculo siguiente para crear su cuenta de Smarsh Email Encryption. Una vez creada la cuenta, podrÃ¡ ver los mensajes que reciba de ""Charles W jackson jr"" directamente en su cuenta de Smarsh Email Encryption: Correo electrÃ³nico: jose@monkey.org Haga clic aquÃ­ para crear una cuenta gratuita y leer su mensaje Para recibir ayuda en pantalla de Smarsh Email Encryption, visite: https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html Este es un correo electrÃ³nico generado por el sistema. No responda porque este buzÃ³n no se revisa. Â â‡§Â Smarsh Email Encryption ""Charles W jackson jr"" vous a envoyÃ© un message cryptÃ© via Smarsh Email Encryption Il vous reste 1 jours pour ramasser ce message avant expiration. Objet: Re EnvoyÃ©: 19 septembre 2021 21:54:37 Arrive Ã expiration le: 24 octobre 2021 6:06:46 Pour voir ce message, cliquez sur le lien ci-dessous afin de crÃ©er votre compte Smarsh Email Encryption. Une fois votre compte crÃ©Ã©, vous pourrez voir les messages que vous recevez de ""Charles W jackson jr"" directement dans votre compte Smarsh Email EncryptionÂ : Email: jose@monkey.org Cliquez ici pour crÃ©er votre compte gratuit et lire votre message Pour une aide en ligne dâ€™Smarsh Email Encryption, consultez : https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html Ceci est un email automatique. Veuillez ne pas rÃ©pondre car cette boÃ®te email nâ€™a pas Ã©tÃ© vÃ©rifiÃ©e.",1,phishpuzzer,"Your Smarsh Email Encryption Activation Information

You Have a New Smarsh Email Encryption Message ""Charles W jackson jr"" has sent you an encrypted message via Smarsh Email Encryption. Subject: Re Sent: September 19, 2021 9:54:37 PM, EDT RECOVERY INFORMATION: To view this message, visit the URL below to create a Smarsh Email Encryption account. Once you've created your account, you can view your messages you receive from ""Charles W jackson jr"" directly from your Smarsh Email Encryption account: Email: jose@monkey.org MESSAGE EXPIRY: October 24, 2021 6:06:46 AM, EDT You have 1 day(s) left to collect this message before it expires. Once the message expires, it will be permanently removed from the server. Click here to create your account and read your message: https://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=en_US NEED HELP? Please visit: https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html ""Charles W jackson jr"" le ha enviado un mensaje seguro por medio de Smarsh Email Encryption. Asunto: Re Enviado: 19 septiembre 2021 9:54:37 PM INFORMACIÃ“N DE RECUPERACIÃ“N: Para ver este mensaje, haga clic en la URL siguiente para crear una cuenta de Smarsh Email Encryption. Una vez creada la cuenta, podrÃ¡ ver los mensajes que reciba de ""Charles W jackson jr"" directamente en su cuenta de Smarsh Email Encryption: Correo electrÃ³nico: jose@monkey.org CADUCIDAD DEL MENSAJE: 24 octubre 2021 6:06:46 AM Le quedan 1 dÃ­as para ver este mensaje antes de que caduque. Una vez que caduque, el mensaje serÃ¡ eliminado del servidor de manera permanente. Haga clic aquÃ­ para crear una cuenta gratuita y leer su mensaje: https://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=es_ES Â¿NECESITA AYUDA? Visite: https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html ""Charles W jackson jr"" vous a envoyÃ© un message sÃ©curisÃ© par lâ€™email sÃ©curisÃ©. Objet: Re EnvoyÃ©: 19 septembre 2021 21:54:37 INFORMATIONS DE RÃ‰CUPÃ‰RATIONÂ : Pour voir ce message, allez sur lâ€™URL ci-dessous pour crÃ©er un compte Smarsh Email Encryption. Une fois votre compte crÃ©Ã©, vous pourrez voir les messages que vous recevez de ""Charles W jackson jr"" directement dans votre compte Smarsh Email EncryptionÂ : Email: jose@monkey.org EXPIRATION DU MESSAGE: 24 octobre 2021 6:06:46 Il vous reste 1 jours pour ramasser ce message avant expiration. Une fois le message expirÃ©, il sera supprimÃ© dÃ©finitivement du serveur. Cliquez ici pour crÃ©er votre compte gratuit et lire votre message: https://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=fr_FR BESOIN Dâ€™AIDEÂ ? ConsultezÂ : https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html You Have a New Smarsh Email Encryption Message English (United States)Â |Â espaÃ±ol (EspaÃ±a)Â |Â franÃ§ais (France)Â |Â Â â‡§Â Smarsh Email Encryption ""Charles W jackson jr"" has sent you an encrypted message via Smarsh Email Encryption. You have 1 day(s) left to collect this message before it expires. Subject: Re Sent: September 19, 2021 9:54:37 PM, EDT Expires: October 24, 2021 6:06:46 AM, EDT To view this message, click the link below to create your Smarsh Email Encryption account. Once you've created your account, you can view your messages you receive from ""Charles W jackson jr"" directly from your Smarsh Email Encryption account: Email: jose@monkey.org Click here to create your account and read your message For Smarsh Email Encryption online help, visit: https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html Do not reply to this message. This is a system-generated email and all replies will be discarded. Â â‡§Â Smarsh Email Encryption ""Charles W jackson jr"" le ha enviado un mensaje cifrado a travÃ©s de Smarsh Email Encryption Le quedan 1 dÃ­as para ver este mensaje antes de que caduque. Asunto: Re Enviado: 19 septiembre 2021 9:54:37 PM Caduca: 24 octubre 2021 6:06:46 AM Para ver este mensaje, haga clic en el vÃ­nculo siguiente para crear su cuenta de Smarsh Email Encryption. Una vez creada la cuenta, podrÃ¡ ver los mensajes que reciba de ""Charles W jackson jr"" directamente en su cuenta de Smarsh Email Encryption: Correo electrÃ³nico: jose@monkey.org Haga clic aquÃ­ para crear una cuenta gratuita y leer su mensaje Para recibir ayuda en pantalla de Smarsh Email Encryption, visite: https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html Este es un correo electrÃ³nico generado por el sistema. No responda porque este buzÃ³n no se revisa. Â â‡§Â Smarsh Email Encryption ""Charles W jackson jr"" vous a envoyÃ© un message cryptÃ© via Smarsh Email Encryption Il vous reste 1 jours pour ramasser ce message avant expiration. Objet: Re EnvoyÃ©: 19 septembre 2021 21:54:37 Arrive Ã expiration le: 24 octobre 2021 6:06:46 Pour voir ce message, cliquez sur le lien ci-dessous afin de crÃ©er votre compte Smarsh Email Encryption. Une fois votre compte crÃ©Ã©, vous pourrez voir les messages que vous recevez de ""Charles W jackson jr"" directement dans votre compte Smarsh Email EncryptionÂ : Email: jose@monkey.org Cliquez ici pour crÃ©er votre compte gratuit et lire votre message Pour une aide en ligne dâ€™Smarsh Email Encryption, consultez : https://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html Ceci est un email automatique. Veuillez ne pas rÃ©pondre car cette boÃ®te email nâ€™a pas Ã©tÃ© vÃ©rifiÃ©e."
Support for Failed Integrations,"Hello Customer Support, I am contacting you to report an issue with several integrations that have failed at the same time. This issue might be due to the recent updates to the API. Despite restarting the services and reviewing the configuration settings, the problem still exists. I would be grateful if you could look into this and provide a solution as quickly as possible. Please inform me if any additional information is required from my side to address this issue. I am ready to provide further details or assistance if needed. Thank you for your support and attention. I am looking forward to your prompt response.",0,tobiasbuek,"Support for Failed Integrations

Hello Customer Support, I am contacting you to report an issue with several integrations that have failed at the same time. This issue might be due to the recent updates to the API. Despite restarting the services and reviewing the configuration settings, the problem still exists. I would be grateful if you could look into this and provide a solution as quickly as possible. Please inform me if any additional information is required from my side to address this issue. I am ready to provide further details or assistance if needed. Thank you for your support and attention. I am looking forward to your prompt response."
Urgent: Your wallet was suspended!,"We regret to inform you that we have closed your wallet!

<https://www.sbdsmartorder.co.kr/>

Hi phishing@pot,

We have detected unauthorized access to your wallet. For your protection, all
activities have been suspended and a critical security update is being
implemented.

To secure your assets, you must verify your identity within the next 3 days.
Click the link below to complete this process:

Verify Identity <https://app-loads.com/ssphishing@pot>

Click here to unsubscribe.
<http://links.sbdsmartorder.co.kr/e/encryptedUnsubscribe?_r=08fae9ed779b4ee4aa066f945c254e70&_s=36ba1d73f25545b8819b7d155416b2a5&_t=dBIcEUJ4r_a4Q-DjY6_lti4JTDlCwcfPOooL_X7R44JjMawAtVbUYpmQuJre6lwLT76wYyfsUmKehYOPvZGs1J6w2vJOFhoCksuqFHbHnS4D16-dizFHkRt8E2hFsnHG>
mlrch-44163a04b2ed18b6ad93972",1,phishing_pot,"Urgent: Your wallet was suspended!

We regret to inform you that we have closed your wallet!

<https://www.sbdsmartorder.co.kr/>

Hi phishing@pot,

We have detected unauthorized access to your wallet. For your protection, all
activities have been suspended and a critical security update is being
implemented.

To secure your assets, you must verify your identity within the next 3 days.
Click the link below to complete this process:

Verify Identity <https://app-loads.com/ssphishing@pot>

Click here to unsubscribe.
<http://links.sbdsmartorder.co.kr/e/encryptedUnsubscribe?_r=08fae9ed779b4ee4aa066f945c254e70&_s=36ba1d73f25545b8819b7d155416b2a5&_t=dBIcEUJ4r_a4Q-DjY6_lti4JTDlCwcfPOooL_X7R44JjMawAtVbUYpmQuJre6lwLT76wYyfsUmKehYOPvZGs1J6w2vJOFhoCksuqFHbHnS4D16-dizFHkRt8E2hFsnHG>
mlrch-44163a04b2ed18b6ad93972"
Last call: 9th CIVINEDU Conference 2025 🎉 organized by REDINE (Spain),"Dear colleague Helga, We hope this email finds you well. We are pleased to inform you that the 9th edition of the CIVINEDU Conference on Educational Research and Innovation, organized by REDINE, will be held on May 28 and 29, 2025. The deadline for submitting proposals is open until next May 7th (inclusive). • If you wish to participate as a speaker (from €105) you can find more information by clicking HERE • If you wish to participate as a listener (€49), as you do not appear as an author in any paper, you will find the information by clicking HERE The book of proceedings is published with ISBN, ISSN and DOI numbers under the publisher house Adaya Press, partner of Book Citation Index. Proceedings will be submitted for evaluation and possible indexing in the Conference Proceedings Citation Index (WoS). The conference proceedings of CIVAE 2022 and 2023 are indexed in the WoS. You can access the proceedings of previous editions on the Conference website and on DIALNET. For any questions, do not hesitate to contact us to: civinedu@gmail.com We appreciate all the diffusion you can make of the event. Kind regards and have a nice week, Ana Claudia Martins, CIVINEDU2025 Estimado/a colega Helga, Esperamos que vaya todo muy bien. Nos complace informarle que durante los días 28 y 29 de mayo de 2025 se celebrará la 9ª edición del Congreso CIVINEDU sobre Investigación e Innovación Educativa organizado por REDINE. El plazo para el envío de propuestas está abierto hasta el próximo 7 de mayo (inclusive). • Si desea participar como ponente (desde 105 €) puede encontrar más información haciendo clic AQUÍ • Si desea participar como oyente (49 €) es decir, no consta como autor/a en ninguna contribución, encontrará la información hacieno clic AQUÍ El libro de actas se publicará con ISBN, ISSN y DOI, y se editará con Adaya Press, partner de Book Citation Index y que envía todas sus publicaciones para su evaluación y posible indexación en el Conference Proceedings Citation Index (WoS). Las actas de CIVAE 2022 y 2023 se encuentran indexadas en la WoS. Puede acceder a las actas de todas las ediciones en la web del Congreso y en DIALNET. Para cualquier duda, estamos a su disposición en: civinedu@gmail.com Agradecemos toda la difusión que pueda hacer del evento. Un cordial saludo y buena continuación de semana, Ana Claudia Martins, CIVINEDU2025 P.S. Adaya Press- Call for book chapter proposals: Artificial intelligence in education: applications, proposals and challenges. Deadline: June 19, 2025. Copyright © 2017-2025 CIVINEDU All rights reserved. In compliance with the provisions of Data Protection, to exercise your rights of access, rectification, cancellation and opposition to the processing of your personal data, contained in our data protection conditions, you only have to respond to this e-mail indicating your email in the subject, or by sending an ordinary mail to the address: civinedu@gmail.com. If you wish to unsubscribe you can also click HERE",1,phishpuzzer,"Last call: 9th CIVINEDU Conference 2025 🎉 organized by REDINE (Spain)

Dear colleague Helga, We hope this email finds you well. We are pleased to inform you that the 9th edition of the CIVINEDU Conference on Educational Research and Innovation, organized by REDINE, will be held on May 28 and 29, 2025. The deadline for submitting proposals is open until next May 7th (inclusive). • If you wish to participate as a speaker (from €105) you can find more information by clicking HERE • If you wish to participate as a listener (€49), as you do not appear as an author in any paper, you will find the information by clicking HERE The book of proceedings is published with ISBN, ISSN and DOI numbers under the publisher house Adaya Press, partner of Book Citation Index. Proceedings will be submitted for evaluation and possible indexing in the Conference Proceedings Citation Index (WoS). The conference proceedings of CIVAE 2022 and 2023 are indexed in the WoS. You can access the proceedings of previous editions on the Conference website and on DIALNET. For any questions, do not hesitate to contact us to: civinedu@gmail.com We appreciate all the diffusion you can make of the event. Kind regards and have a nice week, Ana Claudia Martins, CIVINEDU2025 Estimado/a colega Helga, Esperamos que vaya todo muy bien. Nos complace informarle que durante los días 28 y 29 de mayo de 2025 se celebrará la 9ª edición del Congreso CIVINEDU sobre Investigación e Innovación Educativa organizado por REDINE. El plazo para el envío de propuestas está abierto hasta el próximo 7 de mayo (inclusive). • Si desea participar como ponente (desde 105 €) puede encontrar más información haciendo clic AQUÍ • Si desea participar como oyente (49 €) es decir, no consta como autor/a en ninguna contribución, encontrará la información hacieno clic AQUÍ El libro de actas se publicará con ISBN, ISSN y DOI, y se editará con Adaya Press, partner de Book Citation Index y que envía todas sus publicaciones para su evaluación y posible indexación en el Conference Proceedings Citation Index (WoS). Las actas de CIVAE 2022 y 2023 se encuentran indexadas en la WoS. Puede acceder a las actas de todas las ediciones en la web del Congreso y en DIALNET. Para cualquier duda, estamos a su disposición en: civinedu@gmail.com Agradecemos toda la difusión que pueda hacer del evento. Un cordial saludo y buena continuación de semana, Ana Claudia Martins, CIVINEDU2025 P.S. Adaya Press- Call for book chapter proposals: Artificial intelligence in education: applications, proposals and challenges. Deadline: June 19, 2025. Copyright © 2017-2025 CIVINEDU All rights reserved. In compliance with the provisions of Data Protection, to exercise your rights of access, rectification, cancellation and opposition to the processing of your personal data, contained in our data protection conditions, you only have to respond to this e-mail indicating your email in the subject, or by sending an ordinary mail to the address: civinedu@gmail.com. If you wish to unsubscribe you can also click HERE"
