row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001901_001920/chunk_input.csv,1,Up to 50% off our most-wanted sale pieces,CLEAN,80.0,2,Farfetch UK,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks were not found, which is suspicious. However, the DMARC policy is set to 'reject' for the domain 'example.com', which adds some legitimacy. The body content appears to be a promotional message from 'Farfetch UK' with no urgent language, poor grammar, or suspicious links. No attachments were found. Overall, the email seems to be a legitimate promotional message despite some missing headers and authentication checks.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001901_001920/chunk_input.csv,2,Plan Your Memorial Day Weekend Right With Our Bestsellers,CLEAN,85.0,2,,SPF check not found | DKIM check not found | Missing 'Date' header | Missing 'Message-ID' header,"The email appears to be a promotional message with no overt signs of phishing. Missing SPF and DKIM authentication checks are noted, but DMARC policy is set to reject, which adds some security. No suspicious links, attachments, or urgent language were found. The absence of standard headers like 'Date' and 'Message-ID' is unusual but not definitively malicious.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001901_001920/chunk_input.csv,3,[Bug 5819] New: Giving plugins access to old X-Spam headers,CLEAN,95.0,1,Apache | SpamAssassin,SPF: not_found | DKIM: not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be legitimate, discussing a technical issue related to SpamAssassin plugins. The link provided points to a known Apache issue tracker domain, which aligns with the email's content. No suspicious elements such as urgency, poor grammar, or mismatched domains were found. The absence of SPF and DKIM records is notable but not inherently malicious, especially given the technical context of the email. The DMARC policy is correctly configured for the domain.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001901_001920/chunk_input.csv,4,[Bug 5813] [review] several TLDs are not parsed by URI text scanner in PerMsgStatus.pm,CLEAN,95.0,1,SpamAssassin | Apache,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate technical discussion related to SpamAssassin. No phishing indicators were found. The links point to Wikipedia and the Apache issue tracker, which are reputable sources. The absence of standard headers like 'Date' and 'Message-ID' is unusual but not inherently malicious. Authentication checks (SPF, DKIM) were not found, but DMARC policy is set to reject, which is a positive sign. No attachments were present, and no suspicious elements were identified in the body or links.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001901_001920/chunk_input.csv,5,Termination Notice of jose@monkey.org,SUSPICIOUS,80.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Urgency in body text | Missing 'Reply-To' field | Domain 'example.com' does not match any known brand,"The email exhibits several suspicious elements, including missing standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication checks, and a DMARC policy that does not align with the sender's domain. The body content contains urgent language pressuring the recipient to act quickly to prevent account termination, which is a common phishing tactic. Additionally, the email lacks a 'Reply-To' field, and the domain 'example.com' does not match any known legitimate brand associated with account termination notices.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001901_001920/chunk_input.csv,6,- Queued Message Notification - id:2vFioVYa,SUSPICIOUS,80.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Link domain monkey.org differs from mentioned brand | Urgency in body text,"The email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication, which raises concerns about its legitimacy. The body contains a suspicious link to 'monkey.org', which does not match any known brand and could be typosquatting. The email uses urgent language to prompt the recipient to verify their mailbox, a common phishing tactic. No attachments were found, reducing immediate risk.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001901_001920/chunk_input.csv,7,Confirm Your Transaction,MALICIOUS,95.0,8,American Express,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Urgency in body text | Request for sensitive information (login credentials and card security codes),"The email exhibits multiple phishing indicators: missing standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication, and a body text urging immediate action with a request for sensitive information (login credentials and card security codes). The email impersonates American Express, a common target for phishing. The absence of attachments does not mitigate the high risk posed by the email's content and authentication failures.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001901_001920/chunk_input.csv,8,Clean your ears without hurting yourself 👂,SUSPICIOUS,75.0,6,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Link domain 'slimgh.info' not associated with any known brand,"The email lacks standard headers ('Date' and 'Message-ID'), and SPF/DKIM authentication checks failed, raising concerns about its legitimacy. The links provided lead to a domain 'slimgh.info', which is not associated with any known brand and could be suspicious. The absence of attachments reduces immediate risk, but the combination of missing headers, failed authentication, and suspicious links suggests a potential phishing attempt.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001901_001920/chunk_input.csv,9,You sent a payment of 50.00 GBP to Skype (support@skype.com),SUSPICIOUS,65.0,3,PayPal,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com,"The email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks, raising suspicion. The body mentions 'PayPal' and includes a link to 'paypal.com', which matches the mentioned brand, but the VT link analysis could not be performed due to API key issues. The absence of attachments reduces risk, but the overall lack of authentication and missing headers suggest potential phishing.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001901_001920/chunk_input.csv,10,[zzzzteana] Man admits Soham kidnapping hoax calls,SUSPICIOUS,65.0,3,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Link domain 'us.click.yahoo.com' suspected typosquatting of 'ups.com',"The email lacks standard headers ('Date' and 'Message-ID'), and SPF/DKIM authentication checks failed, raising concerns about its legitimacy. One link ('http://us.click.yahoo.com/J2SnNA/y.lEAA/MVfIAA/7gSolB/TM') is flagged for potential typosquatting of 'ups.com'. However, the email content appears to be a news snippet without urgent language or overt phishing indicators, and no attachments were found.",Analysis completed successfully,,0
