subject,body,label,model_prediction,model_score,model_reason,raw_response
Inquiry for Feature Enhancement,Seeking to integrate Adobe CyberLink compatibility for enhanced project management,0,0,2,Lack of suspicious language or formatting,"{
  ""is_phishing"": 0,
  ""reason"": ""Lack of suspicious language or formatting"",
  ""score"": 2
}"
See What Everyone's Whispering About: Energy's Future,".belowView { margin-top: 470500px; /* Adjust value as needed */ }

Hello ,

Welcome to Confident Computing! Each issue brings you confidence in the form of important and timely articles published on Ask Leo!. Your first issue should arrive within the week (I publish every Tuesday). The most recent issue is here.

Thanks for signing up! Visit my free resources page to download The Ask Leo! Guide to Staying Safe on the Internet – FREE Edition (and a few other freebies as well). You also get 20% off all the PDF books in my store: https://askleo.com/shop/ -- just use the coupon code NEWS20.

How can I help? Have a question or tech issue that you're struggling with? Just reply to this message or any newsletter & let me know. No question? Then let me ask you: what the biggest struggle you're faced with your technology right now?

Get started! Visit All the different ways to get Ask Leo! for a list of my most helpful and important resources, as well as all the different places I hang out.

Thanks again for signing up/ You'll hear from me again soon.

Leo Notenboom
https://askleo.com

P.O. Box 2841,
Woodinville, WA 98072, USA

Unsubscribe | Change Subscriber Options",1,0,2,"Legitimate newsletter from a well-known tech expert, with clear unsubscribe options and a professional tone.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate newsletter from a well-known tech expert, with clear unsubscribe options and a professional tone."",
  ""score"": 2
}"
Veículo Cadastrado em seu CPF,"*|Detran informa multa em seu cpf|*

Sr(a) phishing@pot
O Departamento Estadual de Trânsito ( DETRAN ) no uso de suas Atribuições e nos Termos da Lei, Notifica Vossa Senhoria que Consta no Sistema uma Multa de Trânsito no Valor de 2.934,70 ( Dois mil, novecentos e trinta e quatro reais e setenta centavos ), em um Veículo Cadastrado em seu CPF
Clique no Botão a Baixo para Visualizar a Multa

Visualizar Multa https://consult.verifica-online.com/",1,1,8,"Suspicious link from unknown sender, lack of personalization, and urgent tone.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious link from unknown sender, lack of personalization, and urgent tone."",
  ""score"": 8
}"
The 53-rd Bank Direct Online Service Mail,"[, ]",1,1,8,"Suspicious subject line and empty body, potential phishing attempt","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious subject line and empty body, potential phishing attempt"",
  ""score"": 8
}"
SOA and Overdue invoices,"A spreadsheet has been shared with you

jose@monkey.org has been invited you to *view ( https://vozer.net/go/?to=aHR0cHM6Ly9rYW1kb2xkZWFsYmV0YS5pbmZvL3ByYzIvQA#jose@monkey.org )* the following spreadsheet:

Updated Statement Of Account & Invoices from 1st August to 30th September 2024
( https://vozer.net/go/?to=aHR0cHM6Ly9rYW1kb2xkZWFsYmV0YS5pbmZvL3ByYzIvQA#jose@monkey.org )

Open ( https://vozer.net/go/?to=aHR0cHM6Ly9rYW1kb2xkZWFsYmV0YS5pbmZvL3ByYzIvQA#jose@monkey.org )

If you don't want to receive files from this person, block the sender ( https://vozer.net/go/?to=aHR0cHM6Ly9rYW1kb2xkZWFsYmV0YS5pbmZvL3ByYzIvQA#jose@monkey.org ) from Drive

Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA
You have received this email because a spreadsheet is shared with you from Google Sheets.

Unsubscribe ( https://u46937736.ct.sendgrid.net/asm/unsubscribe/?user_id=46937736&data=4jo9TYh33ugm8wbEk2uT8TXFdZkuK93UtdLyotjhzvBoMDAwdTAwMGBBT3AxmLjlZGYz-ZN9A1EKeC0U2gjJNJx5VvyV0Wzleqk-iHt-E4L9LhvNiFKNjzlCW7QjZiojH3a7OP6SyURjWzrqG7gc5ddCkl0yleljLHBko1RJND0rXIDGUo3q9uugFlrf7vYXx-A4XeiQpPaVYieeLEpGfEm_iSu5o4cJCbECyDZuKwBU5by66g_b7jCmiZiq_jcM6bsEQVEQyiDlYUE0o-5imHjndkp684yK7xZyn5RXj2e1bfyc8Mc9r4vcO4AL_TdTxScrKf3RSh3vzcJNWZflBcIwx-ruV6OqR2EhSw7bPTyrtwQx5j9Q59rp5vLjXqNVMGhVCHVXqRjHOyENVfhtdxt_MgtyuIh1oaAX0130xxZsSdyw8Z_DdPDVIwxQ4cNVci5Ci61Knxy_T2kWUEzPYTJVzOUpoR6yEmkuiiMSlootPeKH4B5lQN8YhtHrEeuoXHDGwu9yr7ZcV2T0lswyyPwqG6FnS_OU6fwNmro5nAzztUnXOA1pMQPoADzCxEW1yMVpBlzKpwY--Y8E-8Z9pXW3-XKC-5cPCQzI9vTyAoqiPhdGZDef6qjEEqcBkHjj6ugIop0kc1nxCtep5aiBionsd5Fs3C5k45VJqzjk14AUuK8oJCZbynR6D9O4S9t689Gy016LZcBr4XEZ11XcR1bFRf2GdHINrYItrkkOql1lY6PZ1x_IPgSYGW8MH9AAbftwM3IxOlaDH089gP2pkORypfagAT5ESfxFzjraQicaaCsLWZq90Z1NAnBiur6R0ApyGMG51sORvekWNg5UgAYMAo53Se0NOmK2DG9GILB7JhzD7QcCMkPk8nRSEQKgWrE1qzSjgp54Z32xlniOGPMrdrrV6fscY5a0kjzaMngJN0bu5fs2XDdruVFTqu0f13yEPz5xdgVrjh2ZaLplzLlhYWc2ZmTIGTUcC_dRdtiSBLzoCVKaT2RIm4oehNbdQK7lHuTNxA0F3aOV6rvgv0CDxMCvNrGlJQ8vo1LIcGw4I0luhzsHo8ORFeNuk8JErBBraIQNRNZkxIi1ZRRqoJtH3-TGBre-3kxqj8hdOzaDgyeFZuY7K5W8DobzmVN4Gg6InR_UBt2FMbvVhyflwb9axtBjTqOo ) - Unsubscribe Preferences ( https://u46937736.ct.sendgrid.net/asm/?user_id=46937736&data=nbgA6nguql82-2KJ6CUjgCh9ZO_yBTJWV3_Q6DD3dTtoMDAwdTAwMO_b4RDVitkSQkKselvkOCSIW1qILV3Jxk81_7TKnYs6ov4vC0nsO8M--mNHrDBixcSOxSp5dOktSYqoOqzZ0fw7FqSl_uDxaBGqWu_s6ZMPRolbslxtJyAazgsP_KRL2EUsjcoLHb70MK5L-_gFYzS-ly7U85sS2tioHNyx26cN_v-PDW1pfarQHlgu11brq7LVAIHUFpL3yuiqTwgdLP36tvb-s5ezUSaBPppjLuSeybzgskXCWwwR1z2as-tSCHOLwZWlBDiJTLzfeKLluAPcW00WnjuBHsA24XQUvG4IRuCL1-TNAzPxGDxpJQ6h6kFwP70QDc66z71YQWlDhabbHpZCHqL9b_KmdrHmj63h89y0UtEVhFJq8BINEfPhtIAk74YpHI9U1C0ZxA2Q-HCMv7AdubwkM4kiomtOKjEeu5WkH_YpLOSpeUklGp1moa3JEel5zzeAO4BaOVj4Cw6athEzXbWiZwvPe47Lq4ZV80Z_bvL5YXwH8iBp1vJNLijowtx9TvHDUg3yPk7m6nK8NFoaIv7jKKxfx0RA3a-L74zMcvpNF-gUQWqBfEv8cWGFT6EkQzc2JFRF5cyVsaI4RKsgzVWTSIMcv4joIWqI8-xGyDwM9Opaemr4fglS-WJszmMv7UU4LJDCDfbjxw05lzXkLnBMG_10GY0ZkEr8VsAlejIAy4thJ2Vwx8QRBVNGYm4dWguRiJDFGHuOqYDSgrzO0UhBYammlnhXs2ZRUeLkqHeJfj_tuEYlfIdin-353rVMAYPZzr96hUTRxxD2Ktn8KEA9aPcEjxso88mgJyqEzJWkX6HQiMdQL9MsOl3p2kiWIO8nETiUX0xslsBByGErcCzn5PMFj-egEHAjpi0VWgKUFUpI6fMVUEV-VIbuCElamfQ2m3Nf24-gESquAYyjj3gcJA5xKr50QoCzpz86VN1HEJvw6EP_kfmH2Zos52f32XYoW7QmN97cPg_5wqsMyHB7rTSPn2f4BVPylhFLSh2VOtJEUtAfHjnmy-ZBY3Hrm5Vf8_rePhVf-Rf8hg9Qzgjbn47onWry4o0_YoKNDMvFKfqYXFuohV5Buv_Ww4viptJyhZnHq_bbOQo= )",1,1,8,Suspicious URL and sender authenticity,"{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious URL and sender authenticity"",
  ""score"": 8
}"
PURE LOAN,"Hello,

I hope this email finds you in good health and high spirits. I am reaching out to you today to discuss an exciting opportunity for financing that may be of interest to you.

At our reputable financial institution, we understand the challenges and financial constraints that individuals and businesses often face when pursuing their projects or expanding their operations. We are pleased to inform you that we offer an outstanding loan without collateral funding option, providing you with the necessary financial support without the need for collateral. This financing solution comes with a highly competitive interest rate of 3% per annum, ensuring affordability and ease of repayment.

Whether you have a large-scale project or a small business venture, our loan offer can cater to your financing needs. We have the capacity to provide funding ranging from 10,000 to 100 million (USD/EUR/POUNDS), giving you the flexibility to obtain the necessary capital required for your endeavor.

Additionally, we have an opportunity for you to act as a broker and earn a commission of 2% for every successful referral you make to us. By sharing this financing offer with your network and connecting us with potential borrowers, you can earn a substantial commission while helping others access the funding they require.

If you are interested in learning more about the details of our financing offer or the broker referral program, please reply to this email. Our dedicated team will be more than happy to provide you with comprehensive information, answer any questions you may have, and guide you through the application process.

We believe that financial support should be accessible and beneficial, allowing individuals and businesses to achieve their goals. Therefore, we invite you to take advantage of this opportunity and explore the possibilities that our financing solution can offer.

Thank you for your time, and we look forward to the possibility of assisting you in realizing your project or business ambitions.",1,1,8,"Lack of personalization, generic language, and no clear sender information make this email suspicious. The offer seems too good to be true, and the request for a reply to learn more about the details is a common phishing tactic.","{
  ""is_phishing"": 1,
  ""reason"": ""Lack of personalization, generic language, and no clear sender information make this email suspicious. The offer seems too good to be true, and the request for a reply to learn more about the details is a common phishing tactic."",
  ""score"": 8
}"
Support Team Software Inquiry,"Can you provide more information on SaaS features, specifically related to team collaboration and task management? I would appreciate your assistance with this matter.",0,0,1,Legitimate email with clear subject and body content.,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email with clear subject and body content."",
  ""score"": 1
}"
Confirm your online account details!,[],1,1,8,"Lack of personalization and generic subject line, potential phishing attempt.","{
  ""is_phishing"": 1,
  ""reason"": ""Lack of personalization and generic subject line, potential phishing attempt."",
  ""score"": 8
}"
Fw: Suporte Itoken Itaú.,"Bem-vindo ao Itaú
Prezado(a) Cliente.

Até o momento não identificamos à atualização do seu aparelho.
Para continuar utilizando o Internet Banking Itaú, Caixas Eletrônicos,
e BankFone será necessário atualizar o mesmo.
A atualização deste dispositivo é obrigatória e levará apenas alguns segundos.
Clique no botão abaixo para iniciar.

Solicitar Atualização https://bit.ly/3FVPuEr

Itaú feito com você.",1,1,8,Suspicious URL shortener (bit.ly) and lack of sender authenticity,"{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious URL shortener (bit.ly) and lack of sender authenticity"",
  ""score"": 8
}"
Request for Detailed Documentation on Integrating DataRobot Project Management SaaS Solution,I would appreciate your help in providing detailed documentation for integrating the DataRobot project management SaaS solution. Your assistance in this matter is greatly appreciated. I look forward to hearing back from you soon.,0,0,2,Legitimate email with proper grammar and no suspicious links or attachments.,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email with proper grammar and no suspicious links or attachments."",
  ""score"": 2
}"
