row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,1,The Baby Blanket Everyone is Talking About,CLEAN,95.0,1,Crochet Pattern of the Day,SPF check not found | DKIM check not found | Missing 'Date' header | Missing 'Message-ID' header,"The email appears to be a legitimate promotional message from a crochet pattern service. No suspicious links, attachments, or phishing indicators were found. While SPF and DKIM checks were not found, DMARC policy is correctly configured and set to reject. Missing 'Date' and 'Message-ID' headers are unusual but not inherently malicious. The content is consistent with a promotional newsletter.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,2,Key To Kill Herpes Found Inside This Organ,CLEAN,70.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which is suspicious. However, DMARC policy is present and set to reject. The email body promotes a product ('Herpesyl') without urgent language or grammatical errors. No links, attachments, or brand impersonation were detected. The absence of phishing indicators such as mismatched domains, typosquatting, or malicious content suggests the email is likely clean but poorly formatted.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,3,UPDATE,MALICIOUS,85.0,8,,Urgency in body text | Link domain 'updatewebs.weebly.com' differs from mentioned brand | SPF check failed for domain example.com | DKIM check failed for domain example.com | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email exhibits multiple suspicious indicators, including urgency in the body text ('Your web-mail account will expire in 10 days'), a mismatched link domain ('updatewebs.weebly.com') that does not align with any legitimate brand, and missing standard headers ('Date' and 'Message-ID'). Additionally, the SPF and DKIM authentication checks failed, and the DMARC policy is set to reject, further raising concerns. The absence of attachments does not mitigate the phishing risk.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,4,Stanfordâs 7-Day Solution for Better Heart Health,SUSPICIOUS,65.0,3,Stanford,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Urgency in body text,"The email lacks standard headers like 'Date' and 'Message-ID', which is unusual. The SPF and DKIM checks were not found, indicating potential authentication issues. The body contains urgent language and health claims, which are common in phishing attempts to create a sense of urgency. However, no suspicious links, attachments, or typosquatting domains were found.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,5,Bush Covers the Waterfront,SUSPICIOUS,65.0,3,microsoft.com,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Link domain mediaunspun.com differs from mentioned brand microsoft.com | Link domain tinyurl.com suspected typosquatting of microsoft.com,"The email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks, raising concerns about its legitimacy. While the DMARC policy is set to 'reject', the absence of SPF and DKIM undermines its effectiveness. The email mentions 'microsoft.com' but contains links to numerous unrelated domains, including 'mediaunspun.com' and 'tinyurl.com', which could indicate potential brand impersonation or typosquatting. However, no malicious attachments were found, and the email content does not exhibit urgent language or poor grammar.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,6,Resolve Alert,MALICIOUS,95.0,8,Chase Bank,Mismatch From/Reply-To domains | Urgency in body text | SPF check failed for domain None | DKIM check failed for domain None | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email exhibits multiple phishing indicators: it impersonates Chase Bank, lacks standard headers ('Date' and 'Message-ID'), and contains urgency-inducing language ('resolve alert', 'pend all incoming transactions'). Additionally, the SPF and DKIM authentication checks failed, and the email lacks a Reply-To address. The absence of links or attachments does not mitigate the overall suspicious nature.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,7,[zzzzteana] Dracula theme park could be switched to Bucharest,CLEAN,80.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Link domain 'us.click.yahoo.com' may be typosquatting 'ups.com',"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks are not found, which is unusual but not definitively malicious. The body contains links, one of which may be typosquatting 'ups.com', but no VT analysis is available to confirm malicious intent. The content appears to be a legitimate news snippet about a Dracula theme park, with no urgent language, poor grammar, or mismatched domains. No attachments are present.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,8,Admin IT- Desk,SUSPICIOUS,85.0,7,Microsoft,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Urgency in body text | Brand impersonation of Microsoft,"The email lacks standard headers ('Date', 'Message-ID'), and SPF/DKIM authentication checks failed, raising concerns about its legitimacy. The body text impersonates Microsoft, urging urgent password updates, a common phishing tactic. However, no suspicious links or attachments were found, and DMARC policy is set to reject, which adds some credibility.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,9,Re: [ILUG] eircoms adsl modems,CLEAN,95.0,1,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a technical discussion about DSL modems and Linux configurations. No phishing indicators such as urgency, brand impersonation, or malicious links were found. The missing 'Date' and 'Message-ID' headers are unusual but not inherently suspicious in this context. The SPF and DKIM checks were not found, but the DMARC policy is set to reject, which is a positive sign. The link provided is to a legitimate Linux-related mailing list, and no attachments were present.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,10,The Collector's Woodland Garden,CLEAN,80.0,2,Wayside Gardens,SPF check failed for domain example.com | DKIM check failed for domain example.com | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate newsletter from Wayside Gardens. The links provided are consistent with the brand's domain and there are no signs of typosquatting or malicious intent. The absence of SPF and DKIM records is notable but not definitive evidence of phishing, especially given the presence of a DMARC policy. The email lacks urgent language, poor grammar, or mismatched domains. No attachments were found, and the body content aligns with a promotional message.",Analysis completed successfully,,0
11,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,11,FW: update,SUSPICIOUS,85.0,7,IT Help Desk,Missing standard 'Date' header | Missing standard 'Message-ID' header | Urgency in body text | SPF check failed for domain None | DKIM check failed for domain None,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual and raises suspicion. The body contains urgent language urging the recipient to reactivate their account, a common phishing tactic. Additionally, the SPF and DKIM checks failed, indicating potential email spoofing. The absence of attachments reduces the risk of malware, but the overall context suggests a phishing attempt.",Analysis completed successfully,,0
12,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,12,Classic Scalloped Chicken,CLEAN,95.0,0,Mr. Food,SPF check failed for domain None | DKIM check failed for domain None | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate promotional message from Mr. Food, focusing on recipes and casseroles. No suspicious links, attachments, or urgent language were detected. While SPF and DKIM checks were not found, the DMARC policy is set to reject, which is a positive sign. Missing standard headers like 'Date' and 'Message-ID' are noted but do not indicate phishing in this context.",Analysis completed successfully,,0
13,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,13,Find your new favorite AIRism innerwear,CLEAN,85.0,2,AIRism,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks are not found, which is unusual but not definitively malicious. The body content appears to be a promotional message for AIRism innerwear, with no urgent language, poor grammar, or suspicious links. No attachments are present. The DMARC policy is set to reject, which is a positive indicator. Overall, the email does not exhibit clear signs of phishing.",Analysis completed successfully,,0
14,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,14,Re: server is rejecting mail from single domain,CLEAN,95.0,1,,SPF: not_found | DKIM: not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate technical discussion regarding an SMTP communication issue. No suspicious links, attachments, or urgent language were found. The absence of SPF and DKIM records is notable but does not inherently indicate phishing, especially given the technical context. Missing 'Date' and 'Message-ID' headers are unusual but not conclusive evidence of phishing.",Analysis completed successfully,,0
15,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,15,The Best Sales To Shop This Memorial Day Weekend,CLEAN,85.0,2,Forbes,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a promotional message from Forbes, focusing on Memorial Day sales. While there are missing standard headers ('Date' and 'Message-ID'), the content is consistent with a legitimate marketing email. No suspicious links, attachments, or urgent language were detected. The DMARC policy is set to 'reject', which is a positive indicator, although SPF and DKIM checks were not found. Overall, the email does not exhibit clear signs of phishing.",Analysis completed successfully,,0
16,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,16,[PATCH] Update Term::UI to 0.16,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate technical communication regarding a software patch. There are no suspicious links, attachments, or urgent language. The absence of SPF and DKIM records is noted but does not necessarily indicate malicious intent, especially given the technical nature of the content. The DMARC policy is present and set to reject, which adds a layer of security. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious in this context.",Analysis completed successfully,,0
17,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,17,Re: [opensuse] SUSE 10.3 + ATI FireGL 5250 + Latest ATI driver = no 3D efects,CLEAN,95.0,0,SUSE | ATI,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not performed | DKIM check not performed,"The email appears to be a legitimate technical discussion related to SUSE and ATI drivers. No phishing indicators such as suspicious links, brand impersonation, typosquatting, or malicious attachments were found. The absence of standard headers like 'Date' and 'Message-ID' is unusual but not inherently malicious. Authentication checks (SPF, DKIM) were not performed, but DMARC policy is set to reject, which is a positive sign.",Analysis completed successfully,,0
18,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,18,Account Security Update (Wells Fargo Online),MALICIOUS,90.0,8,Wells Fargo,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Urgency in body text | Link domain differs from mentioned brand Wells Fargo,"The email exhibits multiple suspicious indicators: missing standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication checks, and a body text containing urgent language and a suspicious link. The email impersonates Wells Fargo, a known brand, and lacks proper authentication, increasing the likelihood of phishing.",Analysis completed successfully,,0
19,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,19,TOP products 😍,CLEAN,80.0,2,Temu,SPF check failed (not_found) | DKIM check failed (not_found) | Missing 'Date' header | Missing 'Message-ID' header,"The email appears to be a promotional message from Temu, showcasing various deals. No suspicious links, attachments, or urgent language were detected. The absence of SPF and DKIM records is notable but not inherently malicious, especially since DMARC policy is set to reject. Missing 'Date' and 'Message-ID' headers are unusual but not definitive indicators of phishing. Overall, the email content aligns with typical promotional material.",Analysis completed successfully,,0
20,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002141_002160/chunk_input.csv,20,Trade Me - A request from a Trade Me member. Auction: 129227503,SUSPICIOUS,65.0,3,Trade Me,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com,"The email lacks standard headers like 'Date' and 'Message-ID', which is unusual and raises suspicion. The SPF and DKIM checks failed, indicating potential email spoofing. However, the email does not contain any malicious links or attachments, and the body text appears to be consistent with a legitimate Trade Me communication, including a security note about not asking for passwords. The absence of a Reply-To address and the failed authentication checks contribute to the suspicion.",Analysis completed successfully,,0
