group_label,feature_a,feature_b,cell_slug,rank,sentence,sentence_score,token_count
HW-P-TP,Authority,Authority,authority__authority,1,lors vous devez obligatoirement officielle cours avec photo carte passeport click green button verify address enter verification code into page were just copy paste link address parchment verify votre billet doit sortie gare votre voyage remboursable suivant conditions remboursement tarif voyager train muni votre smartphone mail avec code barre nous vous remercions votre confiance,118.97797162341732,54
HW-P-TP,Authority,Authority,authority__authority,2,copy paste link address verify bonjour phishing phishing votre voyage nous vous remercions votre confiance vous souhaitons voyage,100.9244088664104,18
HW-P-TP,Authority,Authority,authority__authority,3,billets partiellement illisibles avec code barre seront meknes click here verify address enter valable uniquement pour trajet train date confort verify address nous vous remercions votre confiance,92.32328447746966,27
HW-P-TP,Authority,Authority,authority__authority,4,votre transaction bonjour phishing phishing copyright oncf tous droits parchment nous vous remercions votre confiance vous souhaitons voyage,82.98736401718348,18
HW-P-TP,Authority,Authority,authority__authority,5,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,74.32123819648871,28
HW-P-TP,Authority,Authority,authority__authority,6,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour fbknik arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,74.32123819648871,29
HW-P-TP,Authority,Authority,authority__authority,7,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour fmqtxo arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,74.32123819648871,29
HW-P-TP,Authority,Authority,authority__authority,8,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour fibozs arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,74.32123819648871,29
HW-P-TP,Authority,Authority,authority__authority,9,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour fvaims arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,74.32123819648871,29
HW-P-TP,Authority,Authority,authority__authority,10,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour fvmipb arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,74.32123819648871,29
HW-P-TP,Authority,Liking,authority__liking,1,vous permet voyager choisissant suivantes pour toute veuillez envoyer votre demande website nous vous informons actuellement disponible gare uniquement phishing activation compte voyager train muni votre bonne papier blanc,155.9208081305691,29
HW-P-TP,Authority,Liking,authority__liking,2,nous vous informons actuellement disponible gare uniquement bonjour fdilxg arphishing parchment click here verify address enter verify address click green button verify address enter verification code into page were just voyager train muni votre bonne papier blanc,117.21854210967876,37
HW-P-TP,Authority,Liking,authority__liking,3,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,97.11376559568447,28
HW-P-TP,Authority,Liking,authority__liking,4,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour fvaims arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,97.11376559568447,29
HW-P-TP,Authority,Liking,authority__liking,5,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour fadlah arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,97.11376559568447,29
HW-P-TP,Authority,Liking,authority__liking,6,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande website gracias suscribirte,97.11376559568447,29
HW-P-TP,Authority,Liking,authority__liking,7,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour fwednx arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,97.11376559568447,29
HW-P-TP,Authority,Liking,authority__liking,8,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour fnysxo arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,97.11376559568447,29
HW-P-TP,Authority,Liking,authority__liking,9,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour fbknik arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,97.11376559568447,29
HW-P-TP,Authority,Liking,authority__liking,10,remboursable suivant conditions remboursement tarif votre compte mais doit encore bonjour fijqgl arphishing nous vous informons actuellement disponible gare uniquement phishing pour toute veuillez envoyer votre demande gracias suscribirte,97.11376559568447,29
HW-P-TP,Authority,Reciprocity,authority__reciprocity,1,impressed specific aspect excited about prospect joining,62.862486260905584,7
HW-P-TP,Authority,Reciprocity,authority__reciprocity,2,visited landmarks such space needle pike place market took trip mount rainier national park where hiked through meadows spotted wildlife such bears,45.715672508351346,22
HW-P-TP,Authority,Reciprocity,authority__reciprocity,3,last summer went solo trip europe,37.72165909882649,6
HW-P-TP,Authority,Reciprocity,authority__reciprocity,4,just tried line last summer went solo trip europe,37.27907822929417,9
HW-P-TP,Authority,Reciprocity,authority__reciprocity,5,check here link example,31.4390533312538,4
HW-P-TP,Authority,Reciprocity,authority__reciprocity,6,first time traveling alone excited also nervous,28.149413261691365,7
HW-P-TP,Authority,Reciprocity,authority__reciprocity,7,permission close file,20.95936888750253,3
HW-P-TP,Authority,Reciprocity,authority__reciprocity,8,planned itinerary carefully determined make most time abroad,18.96898606417522,8
HW-P-TP,Authority,Reciprocity,authority__reciprocity,9,first time traveling alone excited also,18.557314493305935,6
