subject,body,label,model_prediction,model_score,model_reason,raw_response
(Warning)Please Verify Your Account,"Dear jose@monkey.org We detected something unusual about Your Email account.To help keep you safe, we required an extra security challenge Please use Here to complete verification. Thanks, Mail Administration Team Dear jose@monkey.org We detected something unusual about Your Email account.To help keep you safe, we required an extra security challenge Please useÂ HereÂ to complete verification.Â Thanks, Mail Administration Team",1,1,8,"Urgent language, lack of personalization, and suspicious link formatting.","{
  ""is_phishing"": 1,
  ""reason"": ""Urgent language, lack of personalization, and suspicious link formatting."",
  ""score"": 8
}"
Problem with Investments Analyzer Leading to Crash,"The Investments Analyzer experienced a crash, leading to the loss of important data due to an outdated PHP version that conflicted with MATLAB.",0,0,2,"Lack of urgency and specific details about the issue, no suspicious links or attachments.","{
  ""is_phishing"": 0,
  ""reason"": ""Lack of urgency and specific details about the issue, no suspicious links or attachments."",
  ""score"": 2
}"
Only a few days left to use your coupon!,"Gentle Coupon Reminder Check your wallet and shop now ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌: SHOP NOW View in a browser Follow us for news on the new LifeWear you need! UNSUBSCRIBE | CUSTOMER SUPPORT | PRIVACY POLICY | STORE LOCATOR Don't miss out, add email@us.uniqlo.com to your address book to make sure you get our emails. UNIQLO USA LLC 546-548 Broadway, 3rd floor New York NY 10012 | UNIQLO.COM *Colors, styles, prices and promotions may vary by location (online and in stores). Your email address : REDACTED+uniqlo@gmail.com",1,1,8,"Urgent language, lack of personalization, and suspicious link to 'add email to address book' to avoid missing emails.","{
  ""is_phishing"": 1,
  ""reason"": ""Urgent language, lack of personalization, and suspicious link to 'add email to address book' to avoid missing emails."",
  ""score"": 8
}"
Digital campaigns showing poor performance,Limited data analysis tools are currently utilized,0,0,2,Lack of suspicious language or formatting,"{
  ""is_phishing"": 0,
  ""reason"": ""Lack of suspicious language or formatting"",
  ""score"": 2
}"
Approval needed: Special pricing,"Need approval for:

Customer: Company_148
Deal size: €175,010
Discount requested: 18%
Reason: End of quarter push

Please approve in system.

Laura",0,0,2,"Legitimate email with a clear subject and body, but lacks a specific call to action or suspicious link.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email with a clear subject and body, but lacks a specific call to action or suspicious link."",
  ""score"": 2
}"
Fifth Third Bank: Important Confirmation Procedure.,"[, ]",1,1,8,"Lack of personalization and generic subject line, combined with an empty body, raises suspicions.","{
  ""is_phishing"": 1,
  ""reason"": ""Lack of personalization and generic subject line, combined with an empty body, raises suspicions."",
  ""score"": 8
}"
"[Spambayes-checkins] spambayes/spambayes XMLRPCPlugin.py,1.2,1.3","Update of /cvsroot/spambayes/spambayes/spambayes In directory sc8-pr-cvs8.sourceforge.net:/tmp/cvs-serv31847/spambayes Modified Files: XMLRPCPlugin.py Log Message: Add train and train_mime methods to the XML-RPC plugin. These come from Marian Neagul. Index: XMLRPCPlugin.py =================================================================== RCS file: /cvsroot/spambayes/spambayes/spambayes/XMLRPCPlugin.py,v retrieving revision 1.2 retrieving revision 1.3 diff -C2 -d -r1.2 -r1.3 *** XMLRPCPlugin.py 10 Jun 2007 15:27:36 -0000 1.2 --- XMLRPCPlugin.py 14 Jul 2007 23:13:09 -0000 1.3 *************** *** 37,40 **** --- 37,47 ---- """""" + __author__ = ""Skip Montanaro "" + __credits__ = ""All the Spambayes folk."" + + # This module is part of the spambayes project, which is Copyright 2002 The + # Python Software Foundation and is covered by the Python Software + # Foundation license. + import threading import xmlrpclib *************** *** 70,82 **** def _dispatch(self, method, params): ! if method in (""score"", ""score_mime""): return getattr(self, method)(*params) else: raise xmlrpclib.Fault(404, '""%s"" is not supported' % method) def score(self, form_dict, extra_tokens, attachments): """"""Score a dictionary + extra tokens."""""" ! mime_message = form_to_mime(form_dict, extra_tokens, attachments) ! mime_message = unicode(mime_message).encode(""utf-8"") return self.score_mime(mime_message, ""utf-8"") --- 77,170 ---- def _dispatch(self, method, params): ! if method in (""score"", ""score_mime"", ""train"", ""train_mime""): return getattr(self, method)(*params) else: raise xmlrpclib.Fault(404, '""%s"" is not supported' % method) + def train(self, form_dict, extra_tokens, attachments, is_spam=True): + newdict={} + for (i, k) in form_dict.items(): + if type(k)==unicode: + k = k.encode(""utf-8"") + newdict[i] = k + mime_message = form_to_mime(newdict, extra_tokens, attachments) + mime_message = unicode(mime_message.as_string(), ""utf-8"").encode(""utf-8"") + self.train_mime(mime_message, ""utf-8"", is_spam) + return """" + + def train_mime(self, msg_text, encoding, is_spam): + if self.state.bayes is None: + self.state.create_workers() + # Get msg_text into canonical string representation. + # Make sure we have a unicode object... + if isinstance(msg_text, str): + msg_text = unicode(msg_text, encoding) + # ... then encode it as utf-8. + if isinstance(msg_text, unicode): + msg_text = msg_text.encode(""utf-8"") + msg = message_from_string(msg_text, + _class=spambayes.message.SBHeaderMessage) + tokens = tokenize(msg) + if is_spam: + desired_corpus = ""spamCorpus"" + else: + desired_corpus = ""hamCorpus"" + if hasattr(self, desired_corpus): + corpus = getattr(self, desired_corpus) + else: + if hasattr(self, ""state""): + corpus = getattr(self.state, desired_corpus) + setattr(self, desired_corpus, corpus) + self.msg_name_func = self.state.getNewMessageName + else: + if isSpam: + fn = storage.get_pathname_option(""Storage"", + ""spam_cache"") + else: + fn = storage.get_pathname_option(""Storage"", + ""ham_cache"") + storage.ensureDir(fn) + if options[""Storage"", ""cache_use_gzip""]: + factory = FileCorpus.GzipFileMessageFactory() + else: + factory = FileCorpus.FileMessageFactory() + age = options[""Storage"", ""cache_expiry_days""]*24*60*60 + corpus = FileCorpus.ExpiryFileCorpus(age, factory, fn, + '[0123456789\\-]*', cacheSize=20) + setattr(self, desired_corpus, corpus) + class UniqueNamer(object): + count = -1 + def generate_name(self): + self.count += 1 + return ""%10.10d-%d"" % (long(time.time()), self.count) + Namer = UniqueNamer() + self.msg_name_func = Namer.generate_name + key = self.msg_name_func() + mime_message = unicode(msg.as_string(), ""utf-8"").encode(""utf-8"") + msg = corpus.makeMessage(key, mime_message) + msg.setId(key) + corpus.addMessage(msg) + msg.RememberTrained(is_spam) + #self.stats.RecordTraining(not is_spam) + #if is_spam: + # self.state.bayes.nspam += 1 + #else: + # self.state.bayes.nham += 1 + + def train_spam(self, form_dict, extra_tokens, attachments): + pass + + def train_ham(self, form_dict, extra_tokens, attachments): + pass + def score(self, form_dict, extra_tokens, attachments): """"""Score a dictionary + extra tokens."""""" ! newdict={} ! for (i, k) in form_dict.items(): ! if isinstance(k,unicode): ! k = k.encode(""utf-8"") ! newdict[i] = k ! mime_message = form_to_mime(newdict, extra_tokens, attachments) ! mime_message = unicode(mime_message.as_string(), ""utf-8"").encode(""utf-8"") return self.score_mime(mime_message, ""utf-8"") _______________________________________________ Spambayes-checkins mailing list pnperxdpv-sarswdlp@python.org http://mail.python.org/mailman/listinfo/spambayes-checkins",0,0,2,The email appears to be a legitimate mailing list update from Spambayes.,"{
  ""is_phishing"": 0,
  ""reason"": ""The email appears to be a legitimate mailing list update from Spambayes."",
  ""score"": 2
}"
Action Required: Verify your waIIet !,"Your WaIIet will soon be suspended.

Dear client,

Our system shows that your waIIet has not yet been verified. The verification process can be done easily via the button below.

All unverified waIIets will be suspended on Saturday 23 Sep, 2023.

Sorry for any inconveniences caused, please keep in mind that our intention is to keep our customers sate and happy.
Thank you for understanding.

Confirm Wallet [ http://t.email.unosolucoes.com.br/ls/click?upn=-2BJ-2B09zyrf7hOlypN1H3ZE30VIqzGstnPDDA4S-2FvSQt9pZZICf43uNhFPhR4sCYQXkwT1cG9-2F5jUlgGqp9tQXmaFWT9adq47FPECxkGJVbdO6cwuQhrVeUJcv8Q8l6vjLXN6z80FKAijhYybaUegOnQ-3D-3D20nm_Ee7nT2ZQdJ749eAGxVv-2FHN3XNBqa48KbYVWhgkx4gPmq9lJRJyAOpJGecmhmqQ-2BODaUkL746J9ZhcGXwOGG0MFIO4GWR0A2k8l-2Ft7iO6qIitM0EDQTXe9OzWwHMdCTrUnpYPxOrYnPkCkPRcniBVY6EWEPKumkGFkf80Jl-2BjzVbKaBG2RfKzP0ls7UoFxzDiAVhp6qqDbuPOJndgkwX2njJPJ0UnVik0guYbUadQCzq9XFLuy5frQa9mObU9r4XfOxDHeRXBUThnaup0JXeAiSp0GlDs-2FxEMSPTSrUxlCRQc22CUGSe4hf0YHd6PummptjJCkHwoqK25G5IBNTJEwE-2FwyAeKyiPinXvq24Q1xUMz6L8TaFbl7faRiDTpBG1ux7gvARkBuVXf420ki-2FENlkQ8EX-2BlVYg-2FRCncuYtTw0yMoIN-2BdHR-2FXqX6jJhBKsxtvyFNg8Jw7UOXMepO0mdpB8xPWcaCUZvdIhKaTt-2F5HZ-2BROk0Q1Frek3gahmHLMeenr8Voq8MNWPNxXKjBgf3cBeMHqWE6auJNRxuKTGakt-2FWSeueV0-2BnR7DmRVf663UiGeRA3YFeeVoJl9Efu7Fe3ZnzaAjPaGfVdWLyKZSbowREB77RRVvbJkSdEhrLgN1H7 ]",1,1,8,"Suspicious URL and formatting, lack of personalization, and urgency to verify wallet.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious URL and formatting, lack of personalization, and urgency to verify wallet."",
  ""score"": 8
}"
$500 Walmart Gift Card V2,"</tr>
<center>
<a href=""https://t.co/FnVWwpKISt"">
<h1> $500 Walmart Gift Card V2
</h1>
<br>
<img src=""https://zupimages.net/up/24/37/52rx.png"">
<br>
<img src=""//zupimages.net/up/24/37/52rx.png"">

</a>
<br>
The advertiser does not manage your subscription.<br>
If you prefer not to receive further communication, please unsubscribe <a href=""https://t.co/4yF64h9E8F""> here </a><br>

</a>",1,1,8,"Suspicious link in email body, potential phishing attempt","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious link in email body, potential phishing attempt"",
  ""score"": 8
}"
Account Verification,"Dear Zimbra User, This is to inform you that someone else was trying to log into your Zimbra account from a different location {IP:27.167.158.432 CHINA : 13/04/2016 by 11:10 AM GTM} If this is not you kindly click below to sign in to update and verify your account for you have only 12 hours to do this in order to keep your Zimbra account active. Click Here to verify your Account. This Email is Subject to mandatory follow, Failure to comply would lead to Permanent closure of Account. Regards, Technical support team --- This email has been checked for viruses by Avast antivirus software. https://www.avast.com/antivirus Dear Zimbra User, This is to inform you that someone else was trying to log into your Zimbra account from a different location {IP:27.167.158.432Â CHINA : 13/04/2016 by 11:10 AM GTM} If this is not you kindly click below to sign in to update and verify your account for you have only 12 hours to do this in order to keep your Zimbra account active.ClickÂ Here to verify your Account. This Email is Subject to mandatory follow, Failure to comply would lead to Permanent closure of Account.Regards,Technical support team Virus-free. www.avast.com",1,1,8,"Suspicious email with urgent and threatening tone, asking for immediate action without providing a secure link or login page. The IP address and location are also suspiciously provided.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with urgent and threatening tone, asking for immediate action without providing a secure link or login page. The IP address and location are also suspiciously provided."",
  ""score"": 8
}"
