subject,body,label,model_prediction,model_score,model_reason,raw_response
"eBay Offers sent you this eBay item - 1995 Toyota : Supra US $8, 000.00",[],1,1,8,"Suspicious email with a generic subject and no body content, likely a phishing attempt to lure the user into clicking a malicious link.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with a generic subject and no body content, likely a phishing attempt to lure the user into clicking a malicious link."",
  ""score"": 8
}"
Enhancing Bitdefender Antivirus Plus Configuration,Looking for assistance in optimizing my Bitdefender Antivirus Plus for better data protection and investment analytics. Could you provide steps to configure it properly?,0,0,1,Legitimate request for assistance with antivirus configuration,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate request for assistance with antivirus configuration"",
  ""score"": 1
}"
Pipeline Update - January 13,"Morning update:

Opportunities in progress: 19
Value in pipeline: €1,392,506
Closes this week: 2

Key activities today:
- Customer meetings: 3
- Proposals to send: 2
- Follow-ups needed: 5

Carlos",0,0,1,Legitimate business update with no suspicious language or links.,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate business update with no suspicious language or links."",
  ""score"": 1
}"
Enhancing Security of Medical Data in Hospital Systems,Could you offer comprehensive details on securing medical data within hospital systems utilizing our services?,0,0,2,"Lack of urgency, generic request, and no suspicious links or attachments.","{
  ""is_phishing"": 0,
  ""reason"": ""Lack of urgency, generic request, and no suspicious links or attachments."",
  ""score"": 2
}"
"PO Approval Required: €62,121","Purchase Order Request:

Vendor: FastParts AG
Amount: €69,575
Description: Equipment rental
Urgency: Rush - Customer waiting

Please approve in system.

Abraham",0,1,8,Suspicious urgency and high amount discrepancy between PO and request amount,"{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious urgency and high amount discrepancy between PO and request amount"",
  ""score"": 8
}"
Customer issue: ABC Services Inc - Cancelling remaining orders,"FYI - Customer complaint received:

Customer: ABC Services Inc
Issue: Cancelling remaining orders
Severity: 3/5

Please review and advise if escalation needed.

Rodney Flantz",0,0,2,Legitimate email from a known sender with a clear subject and body.,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email from a known sender with a clear subject and body."",
  ""score"": 2
}"
Services for Digital Brand Growth,"Customer Support, seeking information on digital strategies for brand growth services. Would appreciate detailed insights on the approach and how it can benefit the business. Specifically, interested in learning about the tools and techniques used to enhance brand visibility and engagement. Additionally, would like to know more about the team's expertise and experience in this area. Thank you for your time and assistance. Looking forward to hearing back soon. Regards, [Your Name]",0,0,1,"Legitimate email with a clear subject and body, no suspicious links or attachments.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email with a clear subject and body, no suspicious links or attachments."",
  ""score"": 1
}"
Security Measures for Medical Data on Ubuntu 20.04 LTS,"Greetings, I would like to request information on the security protocols recommended for protecting medical data on Ubuntu 20.04 LTS systems. Could you kindly share your insights on this topic with me? Any assistance you can offer would be greatly appreciated.",0,0,1,"Legitimate request for information, no suspicious language or formatting.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate request for information, no suspicious language or formatting."",
  ""score"": 1
}"
Email Validation Notice for jose@monkey.org,"Mail. Host. Online

Email
account status changed

Dear jose, We are reaching out to
inform you
that your email jose@monkey.org requires re-validation before July 20, 2025 to
ensure uninterrupted access to your email jose@monkey.org .

Revalidate
Here

You
have received this email because you are registered under monkey.org
,to ensure the
implementation of our Terms of Service and (or) for other legitimate
matters.

Privacy
Policy

© 2004–2025 monkey.org International Ltd.",1,1,8,"Suspicious email with generic greeting, vague content, and lack of sender authenticity","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with generic greeting, vague content, and lack of sender authenticity"",
  ""score"": 8
}"
Mercury Language Debugging Question,"Hi Aetheros Support,

I'm working on a project using Mercury and have encountered a strange behavior during debugging. When I set a breakpoint and step through the code, it seems to skip over some lines entirely.

I'm using the latest version of the Mercury IDE and have checked my settings. Any ideas what might be causing this?

Thanks,
John Doe",0,0,1,Legitimate email from a known sender with a clear and specific question.,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email from a known sender with a clear and specific question."",
  ""score"": 1
}"
