group_label,feature_a,feature_b,cell_slug,rank,word,log_ratio_score,weighted_group_count,weighted_background_count
LLM-B-FP,Authority,Authority,authority__authority,1,submission-id,11.76090162231737,1467.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,2,submission,11.180455317211253,821.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,3,trojan,9.912381027193135,231.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,4,chen,9.61164206189,171.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,5,brooks,9.460420639240912,147.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,6,evelyn,9.375268877334193,135.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,7,nan,9.352797704857707,132.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,8,virscan,9.223596421852353,116.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,9,concise,9.223596421852353,116.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,10,polite,9.170491298316382,110.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,11,greeting,9.002627041819412,93.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,12,alias,8.991817294359308,92.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,13,bitdefender,8.980889418154302,91.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,14,jensen,8.935943082142972,87.0,0.0
LLM-B-FP,Authority,Authority,authority__authority,15,techcorp,8.924383596128425,86.0,0.0
LLM-B-FP,Authority,Liking,authority__liking,1,msg,8.937329710554604,56.999877,0.0
LLM-B-FP,Authority,Liking,authority__liking,2,clamav,8.919631423957568,55.999776,0.0
LLM-B-FP,Authority,Liking,authority__liking,3,import,8.806326122866317,49.999898,0.0
LLM-B-FP,Authority,Liking,authority__liking,4,weka,8.722963245695823,45.999968,0.0
LLM-B-FP,Authority,Liking,authority__liking,5,mccain,8.678520058305109,43.999912,0.0
LLM-B-FP,Authority,Liking,authority__liking,6,capitalone,8.583229326205748,39.999789000097,0.0
LLM-B-FP,Authority,Liking,authority__liking,7,dkim,8.557915689625382,38.999707,0.0
LLM-B-FP,Authority,Liking,authority__liking,8,ssp,8.47789152417333,35.999628,0.0
LLM-B-FP,Authority,Liking,authority__liking,9,architect,8.39091114851578,32.999849000095004,0.0
LLM-B-FP,Authority,Liking,authority__liking,10,iraq,8.328411233901793,30.999886,0.0
LLM-B-FP,Authority,Liking,authority__liking,11,clamdscan,8.328404074868875,30.999664,0.0
LLM-B-FP,Authority,Liking,authority__liking,12,gene,8.295631437938445,29.999868,0.0
LLM-B-FP,Authority,Liking,authority__liking,13,bush,8.261734365239215,28.999669,0.0
LLM-B-FP,Authority,Liking,authority__liking,14,plugin,8.11337644370045,24.999888,0.0
LLM-B-FP,Authority,Liking,authority__liking,15,spamassassin,8.0725749208736,23.999983999999998,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,1,submission-id,12.884156148729023,1884.173915,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,2,trojan,11.116243101526049,321.59916100000004,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,3,internetdefence,10.396280434399468,156.539829,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,4,phishery,10.396280434399468,156.539829,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,5,virscan,10.394264130623121,156.224495,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,6,alias,10.288759268507047,140.5807502584,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,7,bitdefender,10.282184387795148,139.659415,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,8,user_id,9.577923878317359,69.05290799999999,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,9,clamav,9.538141884474644,66.35937999999999,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,10,ximian,9.510724668357991,64.564435,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,11,jotti,9.503669533907768,64.110457,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,12,cullext,8.979453462473499,37.950547,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,13,rpm,8.920630148407696,35.781988,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,14,pub,8.891358448261032,34.749481,0.0
LLM-B-FP,Authority,Reciprocity,authority__reciprocity,15,backend-a1,8.880602985617452,34.37763,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,1,trojan,11.552393516823606,346.021562,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,2,alias,10.764916737485535,157.43138199999996,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,3,bitdefender,10.760455129788625,156.73050499999997,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,4,virscan,10.743356463199085,154.073234,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,5,spambayes,10.719635336356216,150.461216,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,6,techcorp,10.230048447186489,92.210728,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,7,evelyn,10.14504305776051,84.695415029651,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,8,logged,9.992979026513325,72.74629999999999,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,9,user_id,9.936683752911076,68.763619,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,10,resolving,9.92508843080534,67.970772275161,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,11,jotti,9.892330176579755,65.77992100000002,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,12,msg,9.827895042834536,61.674428000000006,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,13,import,9.751541236722346,57.139904,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,14,ximian,9.741731953901166,56.582045,0.0
LLM-B-FP,Authority,Social Proof,authority__social_proof,15,shippingcompany,9.716860197406817,55.19186125674299,0.0
LLM-B-FP,Authority,Scarcity,authority__scarcity,1,trojan,11.257132805187421,174.330803,0.0
LLM-B-FP,Authority,Scarcity,authority__scarcity,2,alias,10.453879059497352,78.0719,0.0
LLM-B-FP,Authority,Scarcity,authority__scarcity,3,bitdefender,10.44960056928215,77.738541,0.0
LLM-B-FP,Authority,Scarcity,authority__scarcity,4,virscan,10.310446911160513,67.63856399999999,0.0
LLM-B-FP,Authority,Scarcity,authority__scarcity,5,jotti,9.584640588388574,32.727454,0.0
